spectra (nm),reflection
535.01,0.10891
535.37,0.10986
535.72,0.11031
536.08,0.11018
536.43,0.11015
536.79,0.10894
537.15,0.10686
537.5,0.11034
537.86,0.10952
538.22,0.1081
538.57,0.10729
538.93,0.10783
539.29,0.10618
539.64,0.1075
540,0.10778
540.35,0.10555
540.71,0.10652
541.07,0.10579
541.42,0.10776
541.78,0.10574
542.13,0.10671
542.49,0.10792
542.84,0.10727
543.2,0.10712
543.56,0.10507
543.91,0.10535
544.27,0.1085
544.62,0.10821
544.98,0.1066
545.33,0.10526
545.69,0.10711
546.04,0.10378
546.4,0.10594
546.75,0.1073
547.11,0.10805
547.47,0.10846
547.82,0.1075
548.18,0.10719
548.53,0.10573
548.89,0.10591
549.24,0.10676
549.6,0.10758
549.95,0.10761
550.31,0.10681
550.66,0.10983
551.02,0.10705
551.37,0.10884
551.72,0.10739
552.08,0.10762
552.43,0.10788
552.79,0.1049
553.14,0.1084
553.5,0.10918
553.85,0.10568
554.21,0.10783
554.56,0.10696
554.92,0.10821
555.27,0.10925
555.62,0.10845
555.98,0.10729
556.33,0.10838
556.69,0.10903
557.04,0.11067
557.4,0.10769
557.75,0.10959
558.1,0.1087
558.46,0.10611
558.81,0.10706
559.17,0.10501
559.52,0.10895
559.87,0.10715
560.23,0.10748
560.58,0.10682
560.93,0.10706
561.29,0.10681
561.64,0.10654
561.99,0.10544
562.35,0.10558
562.7,0.10343
563.06,0.10541
563.41,0.10479
563.76,0.10558
564.12,0.10408
564.47,0.10693
564.82,0.10586
565.18,0.10755
565.53,0.10789
565.88,0.10763
566.23,0.10612
566.59,0.10511
566.94,0.10349
567.29,0.10535
567.65,0.10609
568,0.10713
568.35,0.1058
568.71,0.10428
569.06,0.10433
569.41,0.10554
569.76,0.10411
570.12,0.10571
570.47,0.10692
570.82,0.10636
571.17,0.10507
571.53,0.10589
571.88,0.10408
572.23,0.10798
572.58,0.10758
572.94,0.10828
573.29,0.10847
573.64,0.10725
573.99,0.10921
574.34,0.11095
574.7,0.11429
575.05,0.11131
575.4,0.1119
575.75,0.11606
576.11,0.11406
576.46,0.12043
576.81,0.11511
577.16,0.11779
577.51,0.11953
577.86,0.11987
578.22,0.11948
578.57,0.12032
578.92,0.1215
579.27,0.1228
579.62,0.1246
579.97,0.12195
580.33,0.12583
580.68,0.12972
581.03,0.12829
581.38,0.13478
581.73,0.13158
582.08,0.13089
582.43,0.13147
582.78,0.13283
583.14,0.13552
583.49,0.1354
583.84,0.13548
584.19,0.13661
584.54,0.13781
584.89,0.13637
585.24,0.13846
585.59,0.14201
585.94,0.13936
586.29,0.14636
586.65,0.14082
587,0.14
587.35,0.14128
587.7,0.14344
588.05,0.14393
588.4,0.14597
588.75,0.1423
589.1,0.1428
589.45,0.14797
589.8,0.14401
590.15,0.14868
590.5,0.14024
590.85,0.1443
591.2,0.14683
591.55,0.14786
591.9,0.14617
592.25,0.15156
592.6,0.1516
592.95,0.15057
593.3,0.15141
593.65,0.14972
594,0.15275
594.35,0.15054
594.7,0.14859
595.05,0.15427
595.4,0.15711
595.75,0.15594
596.1,0.15547
596.45,0.15605
596.8,0.15283
597.15,0.15694
597.5,0.15614
597.85,0.15982
598.2,0.15678
598.55,0.16264
598.9,0.15969
599.24,0.15638
599.59,0.16212
599.94,0.15965
600.29,0.15957
600.64,0.16158
600.99,0.16002
601.34,0.16143
601.69,0.16202
602.04,0.16095
602.39,0.16404
602.73,0.16315
603.08,0.16308
603.43,0.16033
603.78,0.16054
604.13,0.16059
604.48,0.16139
604.83,0.16113
605.18,0.16371
605.52,0.1639
605.87,0.16246
606.22,0.16022
606.57,0.15957
606.92,0.16142
607.27,0.16092
607.61,0.15942
607.96,0.15874
608.31,0.16443
608.66,0.16192
609.01,0.16066
609.36,0.15784
609.7,0.15987
610.05,0.15884
610.4,0.15959
610.75,0.15951
611.1,0.15828
611.44,0.15898
611.79,0.1573
612.14,0.1541
612.49,0.157
612.83,0.15408
613.18,0.15685
613.53,0.15775
613.88,0.15166
614.22,0.1539
614.57,0.15207
614.92,0.15017
615.27,0.15414
615.61,0.15735
615.96,0.15029
616.31,0.15236
616.66,0.15341
617,0.15465
617.35,0.15381
617.7,0.15328
618.04,0.14987
618.39,0.1504
618.74,0.15301
619.08,0.15223
619.43,0.15136
619.78,0.14953
620.12,0.15001
620.47,0.14776
620.82,0.15186
621.16,0.15235
621.51,0.14887
621.86,0.14843
622.2,0.15042
622.55,0.15103
622.9,0.14835
623.24,0.14498
623.59,0.14841
623.94,0.14656
624.28,0.14955
624.63,0.14701
624.98,0.14861
625.32,0.14971
625.67,0.14752
626.01,0.14979
626.36,0.14982
626.71,0.14296
627.05,0.14638
627.4,0.14577
627.74,0.14585
628.09,0.14723
628.43,0.14345
628.78,0.14489
629.13,0.14489
629.47,0.1481
629.82,0.14739
630.16,0.146
630.51,0.15158
630.85,0.15181
631.2,0.14575
631.54,0.14666
631.89,0.14684
632.24,0.14135
632.58,0.15107
632.93,0.15093
633.27,0.14626
633.62,0.14993
633.96,0.1491
634.31,0.14932
634.65,0.15036
635,0.15446
635.34,0.15337
635.69,0.14904
636.03,0.152
636.38,0.15215
636.72,0.14873
637.07,0.15302
637.41,0.15618
637.75,0.15184
638.1,0.15146
638.44,0.15486
638.79,0.15151
639.13,0.15944
639.48,0.1537
639.82,0.15734
640.17,0.15824
640.51,0.15935
640.85,0.15608
641.2,0.16114
641.54,0.16048
641.89,0.15681
642.23,0.15694
642.57,0.15823
642.92,0.15515
643.26,0.15693
643.61,0.15749
643.95,0.15572
644.29,0.15543
644.64,0.15748
644.98,0.15593
645.33,0.15831
645.67,0.1583
646.01,0.15823
646.36,0.15045
646.7,0.1529
647.04,0.15402
647.39,0.15541
647.73,0.1511
648.07,0.15296
648.42,0.15749
648.76,0.15701
649.1,0.15119
649.45,0.15108
649.79,0.15561
650.13,0.15581
650.48,0.14903
650.82,0.1535
651.16,0.15381
651.5,0.14931
651.85,0.14979
652.19,0.14793
652.53,0.1522
652.88,0.14683
653.22,0.15119
653.56,0.15236
653.9,0.15121
654.25,0.1468
654.59,0.14715
654.93,0.1479
655.27,0.14833
655.62,0.14612
655.96,0.14318
656.3,0.1408
656.64,0.14097
656.99,0.14395
657.33,0.14383
657.67,0.14435
658.01,0.13997
658.35,0.13452
658.7,0.1379
659.04,0.1379
659.38,0.1348
659.72,0.13851
660.06,0.13194
660.41,0.13538
660.75,0.13228
661.09,0.12992
661.43,0.12527
661.77,0.12774
662.11,0.12862
662.46,0.12566
662.8,0.12488
663.14,0.12567
663.48,0.12687
663.82,0.12116
664.16,0.1229
664.5,0.12315
664.85,0.12547
665.19,0.12048
665.53,0.12385
665.87,0.12031
666.21,0.11702
666.55,0.1175
666.89,0.11545
667.23,0.11328
667.57,0.11672
667.92,0.1168
668.26,0.11364
668.6,0.11938
668.94,0.11457
669.28,0.11536
669.62,0.11173
669.96,0.11299
670.3,0.11452
670.64,0.11284
670.98,0.10955
671.32,0.11335
671.66,0.11257
672,0.1139
672.34,0.11256
672.68,0.11548
673.02,0.11204
673.36,0.11295
673.7,0.10819
674.04,0.10806
674.38,0.1115
674.72,0.10831
675.06,0.11087
675.4,0.10689
675.74,0.1118
676.08,0.10978
676.42,0.10587
676.76,0.11301
677.1,0.10993
677.44,0.10548
677.78,0.10977
678.12,0.11255
678.46,0.11154
678.8,0.11245
679.14,0.11019
679.48,0.11283
679.82,0.10999
680.16,0.11427
680.5,0.10981
680.84,0.1127
681.18,0.11366
681.51,0.11101
681.85,0.10909
682.19,0.10741
682.53,0.11067
682.87,0.10855
683.21,0.11471
683.55,0.11055
683.89,0.11018
684.23,0.11525
684.56,0.11618
684.9,0.11734
685.24,0.11369
685.58,0.11611
685.92,0.11828
686.26,0.11582
686.6,0.11752
686.93,0.1224
687.27,0.11605
687.61,0.11825
687.95,0.11932
688.29,0.11571
688.63,0.12149
688.96,0.12652
689.3,0.12285
689.64,0.11517
689.98,0.13048
690.32,0.12386
690.65,0.12012
690.99,0.12785
691.33,0.13174
691.67,0.13601
692.01,0.13484
692.34,0.13553
692.68,0.1317
693.02,0.13559
693.36,0.14124
693.69,0.13411
694.03,0.13625
694.37,0.14308
694.71,0.14748
695.04,0.14786
695.38,0.14766
695.72,0.16394
696.06,0.15363
696.39,0.15927
696.73,0.16215
697.07,0.16979
697.4,0.17336
697.74,0.17038
698.08,0.18083
698.42,0.18664
698.75,0.18515
699.09,0.19143
699.43,0.19419
699.76,0.19129
700.1,0.20035
700.44,0.21108
700.77,0.20374
701.11,0.22238
701.45,0.21183
701.78,0.22383
702.12,0.22977
702.45,0.23348
702.79,0.23454
703.13,0.23983
703.46,0.24699
703.8,0.24936
704.14,0.26256
704.47,0.25575
704.81,0.26628
705.14,0.2711
705.48,0.27325
705.82,0.28289
706.15,0.28993
706.49,0.29072
706.82,0.29737
707.16,0.29988
707.5,0.29727
707.83,0.30735
708.17,0.30349
708.5,0.31719
708.84,0.32237
709.17,0.32536
709.51,0.3405
709.84,0.33629
710.18,0.33483
710.52,0.33505
710.85,0.34308
711.19,0.35779
711.52,0.35937
711.86,0.36439
712.19,0.36753
712.53,0.36996
712.86,0.37831
713.2,0.38129
713.53,0.38251
713.87,0.38586
714.2,0.38439
714.54,0.38919
714.87,0.39908
715.21,0.39561
715.54,0.39675
715.88,0.39625
716.21,0.38462
716.54,0.40154
716.88,0.39124
717.21,0.38752
717.55,0.38646
717.88,0.40964
718.22,0.41368
718.55,0.3906
718.88,0.39297
719.22,0.39797
719.55,0.40874
719.89,0.4047
720.22,0.4033
720.56,0.43733
720.89,0.42971
721.22,0.42377
721.56,0.44213
721.89,0.44279
722.22,0.45448
722.56,0.45021
722.89,0.47331
723.23,0.42989
723.56,0.44079
723.89,0.43829
724.23,0.45287
724.56,0.44281
724.89,0.44636
725.23,0.45397
725.56,0.46587
725.89,0.4545
726.23,0.46013
726.56,0.44593
726.89,0.45823
727.23,0.45364
727.56,0.45508
727.89,0.46232
728.23,0.4679
728.56,0.48036
728.89,0.48611
729.22,0.46379
729.56,0.4757
729.89,0.47881
730.22,0.47867
730.55,0.47682
730.89,0.48921
731.22,0.49099
731.55,0.50826
731.89,0.49522
732.22,0.51076
732.55,0.5008
732.88,0.51158
733.21,0.50623
733.55,0.51192
733.88,0.51636
734.21,0.52565
734.54,0.51601
734.88,0.52056
735.21,0.51943
735.54,0.51548
735.87,0.5244
736.2,0.52585
736.54,0.5303
736.87,0.52932
737.2,0.52085
737.53,0.52607
737.86,0.53469
738.19,0.53935
738.53,0.54104
738.86,0.54031
739.19,0.53776
739.52,0.53671
739.85,0.54424
740.18,0.53372
740.51,0.54489
740.85,0.54742
741.18,0.54441
741.51,0.54468
741.84,0.54063
742.17,0.54273
742.5,0.54695
742.83,0.55353
743.16,0.55468
743.49,0.5556
743.82,0.54839
744.16,0.55258
744.49,0.55703
744.82,0.55966
745.15,0.5658
745.48,0.55705
745.81,0.55434
746.14,0.55873
746.47,0.55957
746.8,0.56072
747.13,0.5594
747.46,0.55672
747.79,0.55907
748.12,0.56012
748.45,0.55789
748.78,0.56441
749.11,0.55879
749.44,0.56633
749.77,0.56737
750.1,0.56336
750.43,0.55758
750.76,0.56165
751.09,0.561
751.42,0.56279
751.75,0.56282
752.08,0.56862
752.41,0.56608
752.74,0.56676
753.07,0.56808
753.4,0.56725
753.73,0.56418
754.06,0.57086
754.39,0.57543
754.72,0.56477
755.05,0.56138
755.38,0.57685
755.71,0.57088
756.03,0.55937
756.36,0.57005
756.69,0.56339
757.02,0.56824
757.35,0.56805
757.68,0.57146
758.01,0.57886
758.34,0.57135
758.67,0.57106
758.99,0.57803
759.32,0.57602
759.65,0.56468
759.98,0.58
760.31,0.57181
760.64,0.56047
760.97,0.55047
761.29,0.56406
761.62,0.55633
761.95,0.54835
762.28,0.54996
762.61,0.51927
762.94,0.50445
763.26,0.52287
763.59,0.51538
763.92,0.51453
764.25,0.5339
764.58,0.53455
764.9,0.53737
765.23,0.5511
765.56,0.52609
765.89,0.55347
766.22,0.55841
766.54,0.57637
766.87,0.56915
767.2,0.57097
767.53,0.56841
767.85,0.57569
768.18,0.5798
768.51,0.57249
768.84,0.57592
769.16,0.57115
769.49,0.57691
769.82,0.57549
770.15,0.58062
770.47,0.57623
770.8,0.57493
771.13,0.58898
771.45,0.58638
771.78,0.58175
772.11,0.58182
772.43,0.58045
772.76,0.58223
773.09,0.58557
773.41,0.58656
773.74,0.58513
774.07,0.58508
774.39,0.58123
774.72,0.5823
775.05,0.58217
775.37,0.59056
775.7,0.58309
776.03,0.58529
