wavelength (nm),reflection
754.72,0.459542107
755.05,0.46048533
755.38,0.459671096
755.71,0.457420219
756.03,0.460304759
756.36,0.460163853
756.69,0.460879452
757.02,0.459502514
757.35,0.459792897
757.68,0.461981708
758.01,0.460578714
758.34,0.460977341
758.67,0.46018856
758.99,0.45527533
759.32,0.457252903
759.65,0.452755196
759.98,0.450716283
760.31,0.448083501
760.64,0.453946903
760.97,0.460198662
761.29,0.462021886
761.62,0.462248647
761.95,0.463879165
762.28,0.459866821
762.61,0.457570684
762.94,0.458966571
763.26,0.461480363
763.59,0.46527982
763.92,0.465102162
764.25,0.462070942
764.58,0.466748713
764.9,0.463533374
765.23,0.465510053
765.56,0.467719833
765.89,0.46537381
766.22,0.467004438
766.54,0.468655204
766.87,0.466138552
767.2,0.466989153
767.53,0.464020928
767.85,0.46545537
768.18,0.468573962
768.51,0.465283367
768.84,0.465412138
769.16,0.467170494
769.49,0.465926788
769.82,0.466663038
770.15,0.466850726
770.47,0.466646502
770.8,0.467358162
771.13,0.463931321
771.45,0.466258024
771.78,0.466327854
772.11,0.463433666
772.43,0.465886173
772.76,0.466507767
773.09,0.46555079
773.41,0.46795998
773.74,0.467010622
774.07,0.464414231
774.39,0.467332471
774.72,0.468772671
775.05,0.467465543
775.37,0.469078092
775.7,0.466688511
776.03,0.471642428
776.35,0.467629003
776.68,0.47059403
777.01,0.468134993
777.33,0.467449114
777.66,0.468076008
777.98,0.469255469
778.31,0.469893321
778.64,0.469397925
778.96,0.469391784
779.29,0.470744465
779.61,0.46955667
779.94,0.469610404
780.27,0.467878348
780.59,0.470396864
780.92,0.47109793
781.24,0.470352592
781.57,0.470795033
781.89,0.469749324
782.22,0.468954006
782.54,0.470628295
782.87,0.472335922
783.19,0.472435885
783.52,0.472641743
783.85,0.470108911
784.17,0.473676402
784.5,0.473456926
784.82,0.471575971
785.15,0.47037027
785.47,0.471261456
785.8,0.472379424
786.12,0.472486073
786.45,0.473708224
786.77,0.474003322
787.1,0.471298074
787.42,0.470977935
787.74,0.472494219
788.07,0.47462114
788.39,0.470958291
788.72,0.472178028
789.04,0.472703658
789.37,0.47182484
789.69,0.477485898
790.02,0.472773268
790.34,0.473669207
790.66,0.477175134
790.99,0.473113333
791.31,0.474970774
791.64,0.472807527
791.96,0.474945474
792.29,0.476482187
792.61,0.476919043
792.93,0.474278533
793.26,0.478367836
793.58,0.477897469
793.9,0.479985531
794.23,0.478357122
794.55,0.474798716
794.88,0.47743139
795.2,0.476265627
795.52,0.471926689
795.85,0.473669456
796.17,0.474347254
796.49,0.476115626
796.82,0.476175447
797.14,0.480477973
797.46,0.476462356
797.79,0.476475382
798.11,0.478477187
798.43,0.476487242
798.76,0.479027416
799.08,0.481352338
799.4,0.479061198
799.73,0.477723024
800.05,0.478197554
800.37,0.480492947
800.69,0.477418559
801.02,0.475512776
801.34,0.473382455
801.66,0.476351595
801.98,0.479755583
802.31,0.479972832
802.63,0.477928736
802.95,0.479302129
803.27,0.479696378
803.6,0.478479672
803.92,0.478944922
804.24,0.477907677
804.56,0.477692291
804.89,0.484030849
805.21,0.48194388
805.53,0.479077347
805.85,0.480105464
806.17,0.480102294
806.5,0.479546219
806.82,0.480905664
807.14,0.47978322
807.46,0.479940966
807.78,0.480087363
808.11,0.478687499
808.43,0.483493453
808.75,0.484386278
809.07,0.48034151
809.39,0.483101743
809.71,0.479015898
810.03,0.482955028
810.36,0.482418766
810.68,0.478008009
811,0.48194836
811.32,0.479485083
811.64,0.479448067
811.96,0.479396137
812.28,0.479784811
812.6,0.481462505
812.93,0.477951148
813.25,0.478624045
813.57,0.478185078
813.89,0.477524283
814.21,0.478802682
814.53,0.475411523
814.85,0.477677869
815.17,0.477521507
815.49,0.473472046
815.81,0.480962498
816.13,0.477761931
816.45,0.478730581
816.77,0.479416074
817.09,0.484677859
817.41,0.481368791
817.73,0.480345039
818.06,0.478475805
818.38,0.483631693
818.7,0.487057214
819.02,0.481263677
819.34,0.482482454
819.66,0.482579337
819.98,0.485656838
820.3,0.482955386
820.62,0.484208789
820.94,0.485326
821.26,0.483273849
821.57,0.483462482
821.89,0.480997217
822.21,0.479389842
822.53,0.479601374
822.85,0.479244979
823.17,0.486759975
823.49,0.482045422
823.81,0.487710876
824.13,0.492806171
824.45,0.492078909
824.77,0.491719278
825.09,0.488403306
825.41,0.484867743
825.73,0.483513537
826.05,0.481972917
826.36,0.487005535
826.68,0.480814655
827,0.483806042
827.32,0.478898751
