02_Pavona_frondifera,reflection
826.05,0.626536269
826.36,0.610284718
826.68,0.613192605
827,0.633273793
827.32,0.639494236
827.64,0.629110678
827.96,0.633975778
828.28,0.655029133
828.6,0.634638627
828.92,0.661169616
829.23,0.654783351
829.55,0.634245243
829.87,0.659424024
830.19,0.656337319
830.51,0.632841945
830.83,0.608810534
831.14,0.598269353
831.46,0.608700416
831.78,0.629070191
832.1,0.629475083
832.42,0.638910887
832.74,0.608304347
833.05,0.646853049
833.37,0.667439887
833.69,0.64148215
834.01,0.614617165
834.32,0.622430128
834.64,0.637326104
834.96,0.653630877
835.28,0.65068815
835.6,0.615263585
835.91,0.608357807
836.23,0.614978287
836.55,0.627970306
836.87,0.62631325
837.18,0.622511331
837.5,0.635909139
837.82,0.624513063
838.13,0.656386105
838.45,0.632351952
838.77,0.605248523
839.09,0.63993545
839.4,0.645202359
839.72,0.660135662
840.04,0.626721819
840.35,0.622852868
840.67,0.645645748
840.99,0.670682102
841.3,0.652379616
841.62,0.625030438
841.94,0.639279131
842.25,0.600940654
842.57,0.655531384
842.89,0.670443434
843.2,0.623471543
843.52,0.654656384
843.84,0.633938967
844.15,0.635414087
844.47,0.612370277
844.79,0.67319433
845.1,0.646122673
845.42,0.672720957
845.73,0.642652119
846.05,0.645859198
846.37,0.664866909
846.68,0.610702291
847,0.662962833
847.31,0.63772479
847.63,0.584547397
847.94,0.621410083
848.26,0.620009437
848.58,0.651617954
848.89,0.643909215
849.21,0.650647362
849.52,0.63834168
849.84,0.619781692
850.15,0.620528288
850.47,0.627324708
850.78,0.612851888
851.1,0.629595999
851.41,0.616505362
851.73,0.678274268
852.04,0.617251245
852.36,0.640424334
852.67,0.647049887
852.99,0.629753474
853.3,0.593819326
853.62,0.64471319
853.93,0.650333812
854.25,0.627807866
854.56,0.626978565
854.88,0.640634385
855.19,0.65475855
855.51,0.628296503
855.82,0.639916374
856.14,0.635759466
856.45,0.674528919
856.77,0.626511426
857.08,0.610681682
857.39,0.60925168
857.71,0.642766615
858.02,0.623383706
858.34,0.64640659
858.65,0.652876933
858.96,0.640242729
859.28,0.628117646
859.59,0.623337192
859.91,0.621374633
860.22,0.613101002
860.53,0.672238341
860.85,0.621691952
861.16,0.63936073
861.47,0.654773107
861.79,0.640223584
862.1,0.625322918
862.42,0.642253354
862.73,0.670249764
863.04,0.640317941
863.36,0.652698133
863.67,0.672630856
863.98,0.646584666
864.3,0.59688198
864.61,0.644287713
864.92,0.646669961
865.23,0.62372121
865.55,0.640449234
865.86,0.613374897
866.17,0.664392904
866.49,0.629099166
866.8,0.648459409
867.11,0.627518926
867.42,0.673384092
867.74,0.625693032
868.05,0.633622305
868.36,0.619570333
868.67,0.62440086
868.99,0.599323155
869.3,0.618754242
869.61,0.638987036
869.92,0.653025853
870.24,0.63659217
870.55,0.623591661
870.86,0.647047558
871.17,0.648870149
871.49,0.680097361
871.8,0.644556971
872.11,0.604038381
872.42,0.661134181
872.73,0.625617282
873.04,0.70719375
873.36,0.624564447
873.67,0.698013409
873.98,0.658135693
874.29,0.629689127
874.6,0.628602402
874.91,0.593992521
875.23,0.608076764
875.54,0.657356122
875.85,0.618665921
876.16,0.658911601
876.47,0.656512056
876.78,0.641675357
877.09,0.659849861
877.4,0.632678474
877.72,0.684202852
878.03,0.602331895
878.34,0.634593441
878.65,0.6600402
878.96,0.653490297
879.27,0.615488438
879.58,0.595310174
879.89,0.606525606
880.2,0.6154107
880.51,0.618837702
880.82,0.619892476
881.13,0.665049641
881.45,0.644918492
881.76,0.649649162
882.07,0.636446345
882.38,0.632089333
882.69,0.651235398
883,0.660347422
883.31,0.655983088
883.62,0.670025459
883.93,0.681128335
884.24,0.664283424
884.55,0.684373621
884.86,0.63703435
885.17,0.598492879
885.48,0.693989355
885.79,0.610307395
886.1,0.668763638
886.41,0.614154812
886.72,0.67448577
887.03,0.655472896
887.33,0.68321314
887.64,0.641678373
887.95,0.629117436
888.26,0.64480386
888.57,0.676276953
888.88,0.669126469
889.19,0.563449845
889.5,0.686122514
889.81,0.602792457
890.12,0.60346153
890.43,0.676477523
890.74,0.63982917
891.05,0.6626371
891.35,0.638893427
891.66,0.624336366
891.97,0.607474236
892.28,0.624311106
892.59,0.6063591
892.9,0.57817449
893.21,0.651824621
893.51,0.636956408
893.82,0.607008026
894.13,0.633827041
894.44,0.65946572
894.75,0.716081997
895.06,0.683760448
895.36,0.640815093
895.67,0.67424378
895.98,0.671334827
896.29,0.626964652
896.6,0.620109075
896.91,0.736106367
897.21,0.656926742
897.52,0.623836231
897.83,0.61682649
898.14,0.749685924
898.44,0.662776881
898.75,0.602964443
899.06,0.68350275
899.37,0.576458474
899.68,0.557326465
899.98,0.688282862
900.29,0.700652095
900.6,0.628944734
900.9,0.566175099
901.21,0.620258299
901.52,0.541266761
901.83,0.569272621
902.13,0.675446385
902.44,0.625765855
902.75,0.632674202
903.05,0.711113688
903.36,0.615112134
903.67,0.70887621
903.98,0.613501571
904.28,0.631606959
904.59,0.719699619
904.9,0.664983216
905.2,0.598115175
905.51,0.72661547
905.82,0.591305563
906.12,0.656398152
906.43,0.645880652
906.73,0.681952352
907.04,0.591705686
907.35,0.671200061
907.65,0.605675936
907.96,0.680093145
908.27,0.61783317
908.57,0.594774565
908.88,0.40146623
909.18,0.671562329
909.49,0.598779574
909.8,0.682931155
910.1,0.650046636
910.41,0.475505548
910.71,0.631455735
911.02,0.737966624
911.32,0.612867421
911.63,0.576602621
911.94,0.695549081
912.24,0.598734008
912.55,0.662656419
912.85,0.547782311
913.16,0.626660783
913.46,0.652614394
913.77,0.584283515
914.07,0.641495463
914.38,0.749475527
914.68,0.607015037
914.99,0.637422039
915.29,0.628942698
915.6,0.667331414
915.9,0.68480715
916.21,0.546797521
916.51,0.543802532
916.82,0.650876788
917.12,0.619749182
917.43,0.527210725
917.73,0.542801656
918.03,0.686304264
918.34,0.677509853
918.64,0.53517942
918.95,0.591524557
919.25,0.535062205
919.56,0.524516395
919.86,0.663220143
920.16,0.598801949
920.47,0.59135675
920.77,0.564756747
921.08,0.544760755
921.38,0.461362355
921.68,0.491376961
921.99,0.582858518
922.29,0.668198986
922.6,0.606457933
922.9,0.578537279
923.2,0.542450439
923.51,0.500724723
923.81,0.650413658
924.11,0.69505666
924.42,0.550590383
924.72,0.58485144
925.02,0.599206979
925.33,0.687595457
925.63,0.529996948
925.93,0.748520047
926.24,0.490995365
926.54,0.568341988
926.84,0.537161568
927.15,0.418305615
927.45,0.61222572
927.75,0.656770913
928.05,0.599923529
928.36,0.714242234
928.66,0.455895006
928.96,0.346640017
929.27,0.33844941
929.57,0.45098592
929.87,0.243545054
930.17,0.472204599
930.48,0.553769579
930.78,0.599665841
931.08,0.142294236
931.38,0.38281276
931.68,1.190670752
931.99,-0.452865841
932.29,-0.83186247
932.59,-20.79004854
932.89,1.447835627
933.19,-2.760469012
933.5,-9.946531792
933.8,-7.730301217
934.1,0.754661586
934.4,72.4321608
934.7,0.57511266
935.01,17.29210221
935.31,1.529747203
935.61,1.253310594
935.91,1
936.21,6.062832286
936.51,1.652150225
936.81,-3.585035751
937.12,-2.186228112
937.42,2.446753665
937.72,-0.126294657
938.02,27.06562137
938.32,-0.259501097
938.62,0.476608642
938.92,0.298466574
939.22,0.315841763
939.52,0.447804338
939.82,0.306499744
940.13,-0.059639477
940.43,-3.243761028
940.73,0.029099642
941.03,0.312683516
941.33,0.670325058
941.63,-0.189933005
941.93,-0.514716127
942.23,-0.809862425
942.53,1.848248046
942.83,-11.25728155
943.13,-0.658966303
943.43,-4.305723137
943.73,4.308433261
944.03,-1.068786727
944.33,0.60591133
944.63,-0.42524495
944.93,0.867486985
945.23,-0.798058875
945.53,6.644891122
945.83,-0.829447253
946.13,0.376908738
946.43,-3.947643979
946.73,-1.97684028
947.03,-0.832587396
947.33,-0.221854151
947.63,-1.486774378
947.93,2.171556855
948.23,0.6287964
948.53,-0.235711844
948.83,0.71356425
949.12,-0.322425344
949.42,-2.594529662
949.72,0.089803069
950.02,-1.106166735
950.32,0.072058418
950.62,-0.29952227
950.92,-0.201032276
951.22,-0.062822267
951.52,-0.363688148
951.82,2.362257282
952.11,-0.71662175
952.41,-1.550600714
952.71,-1.546004537
953.01,0.019047272
953.31,2.056198814
953.61,-0.057973942
953.91,-0.730676182
954.2,0.805138443
954.5,-1.52131582
954.8,-0.431158496
955.1,-0.476980227
955.4,-0.030454522
955.69,4.169791934
955.99,44.23283082
956.29,0.482659293
956.59,3.389966872
956.89,-3.813411496
957.18,1.354098706
957.48,2.534778491
957.78,-1.90932135
958.08,-4.044959773
958.37,-0.299815296
958.67,-0.901534406
958.97,-1.529142058
959.27,0.079525165
959.56,1.691492638
959.86,-35.47227533
960.16,-1.790643457
960.46,-0.433009874
960.75,0.133571394
961.05,-0.945575155
961.35,0.427383564
961.65,0.59894195
961.94,-0.613504446
962.24,-0.930457222
962.54,0.527517626
962.83,0.182370973
963.13,0.210682974
963.43,0.381143951
963.72,-1.865594144
964.02,0.881616332
964.32,-0.205147383
964.61,0.453404048
964.91,-0.443737489
965.21,-0.453862334
965.5,-9.946531792
965.8,0.671814672
966.09,-0.45740881
966.39,0.155135084
966.69,0.546297838
966.98,0.187651895
967.28,0.458357913
967.57,2.245476041
967.87,0.428332302
968.17,-0.050182756
968.46,0.55686129
968.76,0.053813085
969.05,0.156559032
969.35,0.693295849
969.65,0.0743106
969.94,0.32455453
970.24,0.163742359
970.53,0.521094988
970.83,0.199622233
971.12,0.224389367
971.42,0.401042554
971.71,0.620215272
972.01,0.338205355
972.3,0.082427629
972.6,-0.08513896
972.89,-0.505255018
973.19,-0.039951935
973.48,-0.105389162
973.78,8.107670654
974.07,0.237249738
974.37,-0.037538965
974.66,-0.346628221
974.96,0.070127718
975.25,-0.306131261
975.55,-0.047264842
975.84,0.245056745
976.14,0.233919803
976.43,0.491547022
976.72,-0.009767191
977.02,0.140588538
977.31,-0.244752397
977.61,-0.242363361
977.9,0.60186938
978.2,0.377810633
978.49,0.670325058
978.78,0.177055902
979.08,-0.611726279
979.37,0.428101052
979.67,0.591124408
979.96,0.375659791
980.25,-0.06525727
980.55,-0.053040414
980.84,0.171185128
981.13,0.138260904
981.43,0.095868336
981.72,0.688079133
982.01,0.283984752
982.31,-0.73964549
982.6,2.744249301
982.89,-0.20874755
983.19,-0.046842528
983.48,-0.273860267
983.77,-0.358335611
984.07,0.698901654
984.36,0.163015103
984.65,0.44685262
984.95,0.085142158
985.24,0.196134618
985.53,0.48005467
985.82,0.105221955
986.12,0.30230846
986.41,-0.009950332
986.7,0.4585726
986.99,-0.404878727
987.29,-0.023803271
987.58,0.268262279
987.87,-0.191416087
988.16,0.21600353
988.46,0.311606608
988.75,-0.111754664
989.04,-0.366595146
989.33,0.06874084
989.62,0.208907565
989.92,0.054836028
990.21,0.442625542
990.5,0.192230171
990.79,-0.098299995
991.08,0.009055807
991.38,-0.131063144
991.67,0.096783866
991.96,2.343506882
992.25,-0.179788992
992.54,-0.070047499
992.83,-0.118669531
993.12,0.071565231
993.42,0.477964893
993.71,0.480985621
994,0.430387984
994.29,0.070127718
994.58,0.115809408
994.87,0.32532366
995.16,-0.20581093
995.45,0.549266584
995.74,0.5040239
996.04,-0.133555533
996.33,0.5219394
996.62,-0.060465187
996.91,1.065666316
997.2,3.009506751
997.49,0.012780099
997.78,-0.521299622
998.07,0.227217231
998.36,-0.176170317
998.65,-0.033024567
998.94,-1.295388055
999.23,0.355267933
999.52,-0.235549292
999.81,-0.140613313
1000.1,0.113190932
1000.39,-0.723679841
1000.68,8.494220396
1000.97,4.760469012
1001.26,-0.04267944
1001.55,-0.476980227
1001.84,-0.298057613
1002.13,-0.017462267
1002.42,0.28786737
1002.71,-0.062822267
1003,-0.715500853
1003.29,0.13706788
1003.58,1.745391896
1003.87,-0.367224057
1004.16,-0.709987809
1004.45,1
1004.74,-10.34436654
1005.03,-0.727727623
1005.31,-54.78393881
1005.6,0.155135084
1005.89,-1.599285818
1006.18,-5.891257225
1006.47,-0.016905955
1006.76,0.113870364
1007.05,-1.003221874
1007.34,-0.909872136
1007.63,-0.143551072
1007.91,-6.702312139
1008.2,0.763758813
1008.49,0.528833368
1008.78,-0.280776129
1009.07,0.878504167
1009.36,0.477739283
1009.65,0.019047272
1009.93,5.285324604
1010.22,2.566925992
1010.51,0.659172901
1010.8,0.168133803
1011.09,-0.455352011
1011.37,1.147823797
1011.66,10.70611362
1011.95,-0.930457222
1012.24,51.75376884
1012.53,0.125961104
1012.81,0.245056745
1013.1,-5.769933149
1013.39,1.102431902
1013.68,1.848248046
1013.96,-1.005290249
1014.25,0.215107243
1014.54,-14.40462428
1014.83,-0.771545828
1015.11,-0.798826206
1015.4,9.768590875
1015.69,0.210537207
1015.98,68.67169179
1016.26,4.308433261
1016.55,-1.323731526
1016.84,-0.546569303
1017.12,-0.824852259
1017.41,1.068988778
1017.7,-1.036107415
1017.98,1.456116278
1018.27,-0.193179661
1018.56,8.636753214
1018.84,1.907449332
1019.13,-5.952551769
1019.42,2.117550846
1019.7,9.497663928
1019.99,-1.970290478
1020.28,0.779830942
1020.56,8.636753214
1020.85,0.779830942
1021.13,-0.241044381
1021.42,-18.31166348
1021.71,-0.475440629
1021.99,-4.158324821
1022.28,-2.179942093
1022.56,-1.45020843
1022.85,1.183433882
1023.14,38.59631491
1023.42,15.9883856
1023.71,1.478950363
1023.99,-0.149202242
1024.28,3.088056166
