02_Pavona_frondifera,reflection
447.22,0.044922743
447.58,0.044915659
447.95,0.045496999
448.31,0.040771374
448.68,0.044100063
449.05,0.045374737
449.41,0.043803065
449.78,0.041633896
450.14,0.047651753
450.51,0.048095426
450.87,0.044497219
451.24,0.041191935
451.61,0.042024585
451.97,0.045660435
452.34,0.041229382
452.7,0.046804408
453.07,0.045284394
453.43,0.043227346
453.8,0.043904462
454.16,0.046020451
454.53,0.042144726
454.89,0.044091902
455.26,0.046231225
455.62,0.043850879
455.99,0.044455559
456.35,0.043410245
456.72,0.046172153
457.08,0.046617297
457.45,0.040997816
457.81,0.043240796
458.18,0.045770512
458.54,0.044462779
458.91,0.044729606
459.27,0.043761353
459.64,0.04349665
460,0.045963046
460.36,0.040578726
460.73,0.045765795
461.09,0.046668136
461.46,0.044640723
461.82,0.046234571
462.19,0.04599883
462.55,0.043592236
462.92,0.043792496
463.28,0.04426257
463.64,0.047263132
464.01,0.044047322
464.37,0.045621089
464.74,0.046567271
465.1,0.044266328
465.46,0.045940408
465.83,0.044824155
466.19,0.046131445
466.56,0.047314873
466.92,0.045761722
467.28,0.044188822
467.65,0.047429202
468.01,0.04701189
468.38,0.046232647
468.74,0.046235095
469.1,0.043135786
469.47,0.048073215
469.83,0.044309865
470.19,0.047368512
470.56,0.044660871
470.92,0.045860331
471.28,0.047604724
471.65,0.046769199
472.01,0.047849297
472.37,0.047284362
472.74,0.045914813
473.1,0.048098631
473.46,0.045891831
473.83,0.046998611
474.19,0.048672823
474.55,0.049949082
474.92,0.049096982
475.28,0.047153776
475.64,0.04777786
476.01,0.047930449
476.37,0.047917737
476.73,0.049282229
477.09,0.04943097
477.46,0.049053771
477.82,0.051344595
478.18,0.051744261
478.54,0.050378864
478.91,0.049058234
479.27,0.04926708
479.63,0.051852091
480,0.052987138
480.36,0.054687725
480.72,0.051901148
481.08,0.053758593
481.45,0.056240748
481.81,0.054272991
482.17,0.054317059
482.53,0.056796771
482.89,0.056600859
483.26,0.055677778
483.62,0.053845355
483.98,0.053881406
484.34,0.057859065
484.7,0.055237757
485.07,0.053767586
485.43,0.055657277
485.79,0.056801244
486.15,0.056340716
486.51,0.055779397
486.88,0.056680685
487.24,0.057099753
487.6,0.057451961
487.96,0.057246882
488.32,0.059805419
488.68,0.058559949
489.05,0.059415624
489.41,0.062630622
489.77,0.05830283
490.13,0.06050139
490.49,0.061529201
490.85,0.061255781
491.21,0.064401677
491.58,0.06072812
491.94,0.061427265
492.3,0.059727772
492.66,0.061829284
493.02,0.063757971
493.38,0.063564834
493.74,0.063252404
494.1,0.064677642
494.47,0.063098024
494.83,0.063982568
495.19,0.06365578
495.55,0.064020774
495.91,0.066710421
496.27,0.065372345
496.63,0.06926939
496.99,0.068171893
497.35,0.066473061
497.71,0.066274154
498.07,0.066962021
498.43,0.068937861
498.79,0.065896643
499.15,0.066658009
499.52,0.068647334
499.88,0.066196615
500.24,0.066466316
500.6,0.06836836
500.96,0.064959322
501.32,0.06543987
501.68,0.066031709
502.04,0.068401449
502.4,0.067893202
502.76,0.068505848
503.12,0.070636577
503.48,0.070913501
503.84,0.070667471
504.2,0.069220161
504.56,0.071865907
504.92,0.071410248
505.28,0.0718223
505.64,0.073338896
506,0.077225432
506.36,0.074626773
506.72,0.073982671
507.08,0.072663224
507.44,0.072546893
507.8,0.073072697
508.15,0.072536632
508.51,0.074338032
508.87,0.076009261
509.23,0.074273945
509.59,0.075575769
509.95,0.075857602
510.31,0.076280481
510.67,0.078062323
511.03,0.078001935
511.39,0.079190784
511.75,0.077830842
512.11,0.07923084
512.47,0.078886942
512.83,0.076969951
513.18,0.080176351
513.54,0.078094061
513.9,0.080015978
514.26,0.080328761
514.62,0.078510205
514.98,0.07818947
515.34,0.079979039
515.7,0.080391893
516.05,0.079827522
516.41,0.079154984
516.77,0.075989686
517.13,0.074517934
517.49,0.076747164
517.85,0.078157745
518.21,0.079558832
518.56,0.079170191
518.92,0.076927721
519.28,0.081329273
519.64,0.080299521
520,0.082270689
520.36,0.081196883
520.71,0.083725157
521.07,0.082710129
521.43,0.085812214
521.79,0.08410412
522.15,0.086079917
522.5,0.083574045
522.86,0.084936613
523.22,0.084400706
523.58,0.084830488
523.94,0.085376933
524.29,0.086571499
524.65,0.08751142
525.01,0.084504215
525.37,0.087116996
525.72,0.085910955
526.08,0.08487268
526.44,0.084228245
526.8,0.080295609
527.15,0.083163509
527.51,0.083233422
527.87,0.087692823
528.23,0.083635196
528.58,0.087734354
528.94,0.090825082
529.3,0.089165789
529.66,0.0882412
530.01,0.088838624
530.37,0.087181592
530.73,0.090114718
531.08,0.0931525
531.44,0.092302965
531.8,0.090332922
532.15,0.09014669
532.51,0.090031862
532.87,0.089327537
533.23,0.089952236
533.58,0.088959931
533.94,0.089699996
534.3,0.090357474
534.65,0.092077679
535.01,0.091503272
535.37,0.09370144
535.72,0.093726653
536.08,0.093996827
536.43,0.092396347
536.79,0.091843783
537.15,0.092116593
537.5,0.094441458
537.86,0.094001201
538.22,0.093893678
538.57,0.094402117
538.93,0.091107283
539.29,0.095098828
539.64,0.092752746
540,0.093429883
540.35,0.093930279
540.71,0.090262106
541.07,0.092297621
541.42,0.093224503
541.78,0.094891278
542.13,0.094825385
542.49,0.096973162
542.84,0.097719382
543.2,0.099839799
543.56,0.098247256
543.91,0.098461314
544.27,0.098848063
544.62,0.101634021
544.98,0.099700081
545.33,0.099406335
545.69,0.100049317
546.04,0.102198556
546.4,0.100884159
546.75,0.103591293
547.11,0.101020452
547.47,0.101351958
547.82,0.105489441
548.18,0.106466147
548.53,0.108306672
548.89,0.107783237
549.24,0.106989543
549.6,0.106883818
549.95,0.110564887
550.31,0.109100311
550.66,0.110399757
551.02,0.107905848
551.37,0.109342133
551.72,0.112010044
552.08,0.110803769
552.43,0.112174398
552.79,0.114737172
553.14,0.111499051
553.5,0.115276766
553.85,0.115692014
554.21,0.115726352
554.56,0.115912762
554.92,0.117233183
555.27,0.120229414
555.62,0.122805869
555.98,0.120306253
556.33,0.119144184
556.69,0.11982018
557.04,0.119194825
557.4,0.121868515
557.75,0.123084865
558.1,0.124529555
558.46,0.12310594
558.81,0.124829461
559.17,0.126403067
559.52,0.125296839
559.87,0.124559033
560.23,0.130310214
560.58,0.133278055
560.93,0.134167662
561.29,0.133822538
561.64,0.134988987
561.99,0.135465105
562.35,0.135639489
562.7,0.141723568
563.06,0.139664994
563.41,0.139423204
563.76,0.140222465
564.12,0.140642683
564.47,0.141787763
564.82,0.145496711
565.18,0.142232614
565.53,0.142467602
565.88,0.14663474
566.23,0.141499786
566.59,0.146318381
566.94,0.144380457
567.29,0.152501564
567.65,0.150372347
568,0.149212407
568.35,0.149056281
568.71,0.149467045
569.06,0.153659644
569.41,0.151144738
569.76,0.152231897
570.12,0.150423992
570.47,0.150996413
570.82,0.153717868
571.17,0.152316841
571.53,0.157311375
571.88,0.154369571
572.23,0.158887689
572.58,0.156062132
572.94,0.161136381
573.29,0.158779036
573.64,0.158550983
573.99,0.156870542
574.34,0.15802237
574.7,0.156072649
575.05,0.15951218
575.4,0.157433446
575.75,0.157502597
576.11,0.160726404
576.46,0.155238375
576.81,0.164931914
577.16,0.159833164
577.51,0.157526457
577.86,0.157980516
578.22,0.155927147
578.57,0.159545699
578.92,0.158616771
579.27,0.159559032
579.62,0.155385966
579.97,0.159271302
580.33,0.156114166
580.68,0.158834351
581.03,0.156490743
581.38,0.159911813
581.73,0.158103105
582.08,0.160489328
582.43,0.161530783
582.78,0.157450443
583.14,0.157167271
583.49,0.158009759
583.84,0.156755199
584.19,0.161013645
584.54,0.156713367
584.89,0.155936025
585.24,0.154982638
585.59,0.154601125
585.94,0.154692831
586.29,0.152713036
586.65,0.151634031
587,0.150106804
587.35,0.152419619
587.7,0.148252999
588.05,0.148335116
588.4,0.143985778
588.75,0.143389608
589.1,0.140520094
589.45,0.142801814
589.8,0.141355395
590.15,0.143132612
590.5,0.14471863
590.85,0.142849311
591.2,0.145867643
591.55,0.144172354
591.9,0.146020592
592.25,0.146777637
592.6,0.144830545
592.95,0.149253445
593.3,0.146762144
593.65,0.145722885
594,0.145846584
594.35,0.148628599
594.7,0.144404119
595.05,0.146611871
595.4,0.148485049
595.75,0.149090952
596.1,0.152748545
596.45,0.152687133
596.8,0.151209994
597.15,0.153041954
597.5,0.153880577
597.85,0.154392468
598.2,0.151996228
598.55,0.154045623
598.9,0.154422953
599.24,0.161578498
599.59,0.159597244
599.94,0.160613569
600.29,0.160759439
600.64,0.163728894
600.99,0.160841413
601.34,0.161398008
601.69,0.160370549
602.04,0.163737386
602.39,0.162538735
602.73,0.166829098
603.08,0.164274497
603.43,0.167086683
603.78,0.167753156
604.13,0.164659792
604.48,0.170364663
604.83,0.166525318
605.18,0.170221222
605.52,0.167945616
605.87,0.162748223
606.22,0.166287201
606.57,0.163277774
606.92,0.168629205
607.27,0.163207584
607.61,0.1613945
607.96,0.161638755
608.31,0.159643506
608.66,0.158981914
609.01,0.160434267
609.36,0.159401713
609.7,0.161908149
610.05,0.155771389
610.4,0.157453226
610.75,0.157935864
611.1,0.155180845
611.44,0.157187679
611.79,0.153349936
612.14,0.152042053
612.49,0.155812611
612.83,0.155705773
613.18,0.151601688
613.53,0.150371297
613.88,0.145838241
614.22,0.147841643
614.57,0.148268835
614.92,0.147497558
615.27,0.143824843
615.61,0.143551503
615.96,0.144594919
616.31,0.144205198
616.66,0.142141528
617,0.147035556
617.35,0.143309206
617.7,0.141412998
618.04,0.13882213
618.39,0.142090639
618.74,0.138916204
619.08,0.137190929
619.43,0.139209571
619.78,0.138872262
620.12,0.136449399
620.47,0.140121673
620.82,0.135217201
621.16,0.135078738
621.51,0.141997508
621.86,0.134459123
622.2,0.134298587
622.55,0.131434959
622.9,0.1380363
623.24,0.131788897
623.59,0.134070538
623.94,0.134666646
624.28,0.134303391
624.63,0.132579801
624.98,0.130593363
625.32,0.137401354
625.67,0.1351545
626.01,0.130029528
626.36,0.129517983
626.71,0.135349437
627.05,0.133927778
627.4,0.12849096
627.74,0.13296349
628.09,0.130705278
628.43,0.129515927
628.78,0.130995036
629.13,0.124215985
629.47,0.124297969
629.82,0.127657455
630.16,0.126086242
630.51,0.126114642
630.85,0.128096969
631.2,0.12527263
631.54,0.123559214
631.89,0.122871266
632.24,0.123161342
632.58,0.125684504
632.93,0.123627301
633.27,0.122662715
633.62,0.125912925
633.96,0.125337415
634.31,0.124494106
634.65,0.122762424
635,0.124640507
635.34,0.122064285
635.69,0.122593995
636.03,0.119251995
636.38,0.118413217
636.72,0.12149476
637.07,0.121910977
637.41,0.123694888
637.75,0.120007223
638.1,0.119298937
638.44,0.122723274
638.79,0.121611255
639.13,0.122073873
639.48,0.118667807
639.82,0.116309925
640.17,0.117837241
640.51,0.120746429
640.85,0.11938947
641.2,0.117067747
641.54,0.122007031
641.89,0.120463642
642.23,0.122812656
642.57,0.119036858
642.92,0.118144307
643.26,0.118866513
643.61,0.117944212
643.95,0.115671089
644.29,0.120564338
644.64,0.117600581
644.98,0.120959445
645.33,0.113692017
645.67,0.114504412
646.01,0.118646577
646.36,0.117917934
646.7,0.116727659
647.04,0.115155966
647.39,0.122622414
647.73,0.11726399
648.07,0.111337146
648.42,0.117423811
648.76,0.118993243
649.1,0.113147766
649.45,0.123317806
649.79,0.115688862
650.13,0.116895805
650.48,0.117393556
650.82,0.117321987
651.16,0.116864355
651.5,0.118213917
651.85,0.11673667
652.19,0.114598719
652.53,0.115443959
652.88,0.118291459
653.22,0.115170735
653.56,0.111071738
653.9,0.112643861
654.25,0.11378036
654.59,0.110479231
654.93,0.105064417
655.27,0.10640279
655.62,0.109027537
655.96,0.110216189
656.3,0.106593766
656.64,0.104965675
656.99,0.104791316
657.33,0.100563371
657.67,0.104308094
658.01,0.103273209
658.35,0.099019478
658.7,0.099142288
659.04,0.096931217
659.38,0.093775079
659.72,0.091572078
660.06,0.092761851
660.41,0.092330807
660.75,0.084852543
661.09,0.085851943
661.43,0.085548636
661.77,0.08215043
662.11,0.082608838
662.46,0.08108657
662.8,0.083177593
663.14,0.081715816
663.48,0.075049622
663.82,0.077505469
664.16,0.073788391
664.5,0.074226601
664.85,0.072318192
665.19,0.070015209
665.53,0.07188159
665.87,0.070233973
666.21,0.066122626
666.55,0.066419445
666.89,0.064338704
667.23,0.065234791
667.57,0.06374526
667.92,0.063603912
668.26,0.065877676
668.6,0.061532364
668.94,0.063522688
669.28,0.062771156
669.62,0.061820069
669.96,0.062896209
670.3,0.060208299
670.64,0.059883507
670.98,0.059516596
671.32,0.060574977
671.66,0.059397977
672,0.057406753
672.34,0.062514474
672.68,0.059478127
673.02,0.062841525
673.36,0.058227352
673.7,0.064180853
674.04,0.060569528
674.38,0.061339099
674.72,0.059749475
675.06,0.063209971
675.4,0.061476696
675.74,0.061661167
676.08,0.062755954
676.42,0.064558603
676.76,0.059927087
677.1,0.065690964
677.44,0.065205402
677.78,0.063255136
678.12,0.0665275
678.46,0.068891988
678.8,0.06500552
679.14,0.067656253
679.48,0.068035576
679.82,0.070025709
680.16,0.071974006
680.5,0.074656718
680.84,0.071625092
681.18,0.071044958
681.51,0.072675208
681.85,0.078665177
682.19,0.076978817
682.53,0.07605579
682.87,0.078943624
683.21,0.082997655
683.55,0.083847505
683.89,0.084596101
684.23,0.088764683
684.56,0.090461585
684.9,0.094529028
685.24,0.095284414
685.58,0.097514987
685.92,0.097488768
686.26,0.104891928
686.6,0.107328418
686.93,0.1135168
687.27,0.112887745
687.61,0.115641615
687.95,0.122552693
688.29,0.124823343
688.63,0.122793908
688.96,0.12989091
689.3,0.137465759
689.64,0.132800412
689.98,0.140768513
690.32,0.155074073
690.65,0.158328877
690.99,0.157976344
691.33,0.157426585
691.67,0.166226926
692.01,0.172200361
692.34,0.168132864
692.68,0.182367435
693.02,0.195993685
693.36,0.19809501
693.69,0.198522225
694.03,0.202127512
694.37,0.205006757
694.71,0.216512895
695.04,0.223130514
695.38,0.234799203
695.72,0.232470362
696.06,0.244961293
696.39,0.250884377
696.73,0.252111481
697.07,0.265624654
697.4,0.258187413
697.74,0.278215346
698.08,0.276961313
698.42,0.284823296
698.75,0.29219766
699.09,0.287790704
699.43,0.29300832
699.76,0.30983835
700.1,0.309342647
700.44,0.321812545
700.77,0.324083616
701.11,0.34239216
701.45,0.327811136
701.78,0.344119866
702.12,0.345714737
702.45,0.358924846
702.79,0.34910686
703.13,0.362071918
703.46,0.358304678
703.8,0.362929564
704.14,0.368016546
704.47,0.372881667
704.81,0.382244551
705.14,0.381748638
705.48,0.380639588
705.82,0.388474063
706.15,0.394940167
706.49,0.394921519
706.82,0.403917929
707.16,0.402367002
707.5,0.414004691
707.83,0.419427757
708.17,0.407101564
708.5,0.426001872
708.84,0.425892789
709.17,0.415722503
709.51,0.437809225
709.84,0.42718238
710.18,0.433399077
710.52,0.43405768
710.85,0.433237056
711.19,0.441029059
711.52,0.445177547
711.86,0.440183061
712.19,0.45667525
712.53,0.449672438
712.86,0.45362749
713.2,0.464670903
713.53,0.458939811
713.87,0.453785249
714.2,0.445006632
714.54,0.474661205
714.87,0.46293198
715.21,0.45990442
715.54,0.46497444
715.88,0.4714804
716.21,0.487172622
716.54,0.476266347
716.88,0.483843552
717.21,0.482542705
717.55,0.486923838
717.88,0.478294101
718.22,0.492652257
718.55,0.48994909
718.88,0.485175178
719.22,0.505875407
719.55,0.498843288
719.89,0.496353173
720.22,0.494501263
720.56,0.494509288
720.89,0.488707168
721.22,0.495768591
721.56,0.505298356
721.89,0.49091562
722.22,0.498165837
722.56,0.49583323
722.89,0.505109155
723.23,0.500343212
723.56,0.515492999
723.89,0.509945342
724.23,0.49994488
724.56,0.505617256
724.89,0.504538807
725.23,0.522563059
725.56,0.527666514
725.89,0.513998955
726.23,0.519092787
726.56,0.525569009
726.89,0.520791785
727.23,0.516208497
727.56,0.532809723
727.89,0.523908797
728.23,0.53042558
728.56,0.523992163
728.89,0.532546859
729.22,0.539049402
729.56,0.535104355
729.89,0.535777478
730.22,0.520492384
730.55,0.540754957
730.89,0.542021242
731.22,0.538572505
731.55,0.542865938
731.89,0.532082599
732.22,0.54388688
732.55,0.541342592
732.88,0.531740969
733.21,0.535281737
733.55,0.542489451
733.88,0.546383367
734.21,0.530729619
734.54,0.561662313
734.88,0.53213543
735.21,0.551809904
735.54,0.551147086
735.87,0.568995792
736.2,0.550090323
736.54,0.556619082
736.87,0.566614884
737.2,0.566133948
737.53,0.565222548
737.86,0.563247484
738.19,0.550461406
738.53,0.557254845
738.86,0.582068952
739.19,0.584560491
739.52,0.560757446
739.85,0.576100098
740.18,0.567700674
740.51,0.567170467
740.85,0.567914351
741.18,0.574860565
741.51,0.573340128
741.84,0.583506036
742.17,0.570039089
742.5,0.575425796
742.83,0.573346464
743.16,0.582763197
743.49,0.582659848
743.82,0.583911047
744.16,0.570047799
744.49,0.585034212
744.82,0.581994216
745.15,0.581709808
745.48,0.590751036
745.81,0.607777781
746.14,0.583115922
746.47,0.585353581
746.8,0.57669174
747.13,0.576879514
747.46,0.589728567
747.79,0.598053268
748.12,0.591681692
748.45,0.599382701
748.78,0.597509205
749.11,0.60128611
749.44,0.600698573
749.77,0.59236657
750.1,0.600696586
750.43,0.583674367
750.76,0.583545564
751.09,0.605277201
751.42,0.591245937
751.75,0.593344798
752.08,0.592718301
752.41,0.59956729
752.74,0.604817868
753.07,0.597983994
753.4,0.566030351
753.73,0.599637154
754.06,0.585882426
754.39,0.603594673
754.72,0.602786159
755.05,0.614506683
755.38,0.607015613
755.71,0.590902655
756.03,0.587149016
756.36,0.598975185
756.69,0.595219781
757.02,0.608053157
757.35,0.596751293
757.68,0.603049743
758.01,0.586454139
758.34,0.598023949
758.67,0.601937756
758.99,0.618157247
759.32,0.586556882
759.65,0.61799474
759.98,0.629252079
760.31,0.586290293
760.64,0.634014133
760.97,0.612412868
761.29,0.637998193
761.62,0.610401905
761.95,0.601565293
762.28,0.632518475
762.61,0.631090556
762.94,0.602295803
763.26,0.646848833
763.59,0.626704541
763.92,0.587853379
764.25,0.583748532
764.58,0.617232823
764.9,0.614874007
765.23,0.612932713
765.56,0.615546905
765.89,0.616740321
766.22,0.616431206
766.54,0.619260415
766.87,0.622688976
767.2,0.61478825
767.53,0.60806169
767.85,0.596752808
768.18,0.617321082
768.51,0.615501228
768.84,0.612318519
769.16,0.605531247
769.49,0.58561937
769.82,0.59584834
770.15,0.620409205
770.47,0.621480049
770.8,0.610405057
771.13,0.618565211
771.45,0.605551717
771.78,0.623524122
772.11,0.634731267
772.43,0.603636093
772.76,0.625436499
773.09,0.604300284
773.41,0.614844751
773.74,0.599014781
774.07,0.618290996
774.39,0.621322022
774.72,0.610156858
775.05,0.634676898
775.37,0.614440004
775.7,0.641111844
776.03,0.640204757
776.35,0.620418883
776.68,0.622856927
777.01,0.595696218
777.33,0.607528538
777.66,0.635862592
777.98,0.613601081
778.31,0.60670338
778.64,0.6248519
778.96,0.620020349
779.29,0.644004722
779.61,0.604101894
779.94,0.616177427
780.27,0.616709965
780.59,0.613791579
780.92,0.632743341
781.24,0.60320684
781.57,0.633592562
781.89,0.614656196
782.22,0.624913793
782.54,0.607764374
782.87,0.617465338
783.19,0.599064863
783.52,0.638199775
783.85,0.60858804
784.17,0.632719567
784.5,0.611037267
784.82,0.617846411
785.15,0.613401805
785.47,0.623172406
785.8,0.613796613
786.12,0.620711852
786.45,0.606567969
786.77,0.599287723
787.1,0.622097184
787.42,0.601898211
787.74,0.616892691
788.07,0.632428651
788.39,0.616804376
788.72,0.639908856
789.04,0.583707077
789.37,0.620261513
789.69,0.629008186
790.02,0.631638938
790.34,0.650856732
790.66,0.637992382
790.99,0.618295227
791.31,0.6110378
791.64,0.625811782
791.96,0.640191435
792.29,0.621939861
792.61,0.616055239
792.93,0.64233809
793.26,0.630386403
793.58,0.612909457
793.9,0.616965456
794.23,0.627927878
794.55,0.641447339
794.88,0.63404155
795.2,0.612898259
795.52,0.613089421
795.85,0.616263711
796.17,0.643170896
796.49,0.61855745
796.82,0.625397231
797.14,0.598448249
797.46,0.628540244
797.79,0.621811855
798.11,0.649595844
798.43,0.625806535
798.76,0.632924338
799.08,0.592634309
799.4,0.656299932
799.73,0.617691748
800.05,0.632329326
800.37,0.63291952
800.69,0.635189667
801.02,0.613714955
801.34,0.615630756
801.66,0.612898073
801.98,0.628618396
802.31,0.629452612
802.63,0.612094838
802.95,0.62849315
803.27,0.653545186
803.6,0.608230024
803.92,0.646285705
804.24,0.620070173
804.56,0.620385962
804.89,0.626682381
805.21,0.603758592
805.53,0.632054104
805.85,0.623624887
806.17,0.629801608
806.5,0.617222348
806.82,0.631427159
807.14,0.625707387
807.46,0.622271691
807.78,0.61271742
808.11,0.61367809
808.43,0.594423876
808.75,0.617223991
809.07,0.639339709
809.39,0.628367322
809.71,0.618397172
810.03,0.627457916
810.36,0.614438129
810.68,0.615744813
811,0.63230119
811.32,0.64945688
811.64,0.64855274
811.96,0.606100644
812.28,0.622678613
812.6,0.621768377
812.93,0.620845991
813.25,0.615876897
813.57,0.602237835
813.89,0.671011301
814.21,0.6523421
814.53,0.617769124
814.85,0.634719136
815.17,0.605066752
815.49,0.640509071
815.81,0.636914638
816.13,0.603590461
816.45,0.608015459
816.77,0.632807783
817.09,0.615713894
817.41,0.655996194
817.73,0.608876195
818.06,0.644316087
818.38,0.611751458
818.7,0.623267017
819.02,0.622368106
819.34,0.607698021
819.66,0.583101471
819.98,0.617318075
820.3,0.613125581
820.62,0.657040784
820.94,0.641313266
821.26,0.635536229
821.57,0.65455375
821.89,0.620134926
822.21,0.633451658
822.53,0.632007917
822.85,0.610381108
823.17,0.667994145
823.49,0.674409914
823.81,0.62263305
824.13,0.624640002
824.45,0.621693484
824.77,0.610957687
825.09,0.65153069
825.41,0.619536234
825.73,0.614643956
