spectra (nm),algal lawn reflection
826.68,0.356099766
827,0.358744154
827.32,0.358978276
827.64,0.355914652
827.96,0.359879308
828.28,0.361333823
828.6,0.361729226
828.92,0.357690635
829.23,0.363152627
829.55,0.357548268
829.87,0.361577807
830.19,0.362492049
830.51,0.363240729
830.83,0.360030814
831.14,0.363376034
831.46,0.364175823
831.78,0.361049179
832.1,0.361446767
832.42,0.363187307
832.74,0.364583881
833.05,0.369327839
833.37,0.361184406
833.69,0.366178907
834.01,0.370401114
834.32,0.368263636
834.64,0.372033015
834.96,0.363402571
835.28,0.365575618
835.6,0.367126538
835.91,0.366150939
836.23,0.371158668
836.55,0.36870702
836.87,0.37329163
837.18,0.372999067
837.5,0.371441721
837.82,0.369896852
838.13,0.371541807
838.45,0.371347019
838.77,0.371092419
839.09,0.37388643
839.4,0.368425983
839.72,0.368352704
840.04,0.374329914
840.35,0.372986787
840.67,0.372164319
840.99,0.369154714
841.3,0.37444697
841.62,0.369328109
841.94,0.373402341
842.25,0.369936277
842.57,0.374616457
842.89,0.375575165
843.2,0.374966094
843.52,0.376214204
843.84,0.374966912
844.15,0.374928817
844.47,0.375897203
844.79,0.375438841
845.1,0.372685313
845.42,0.375079281
845.73,0.373994209
846.05,0.377519488
846.37,0.374285041
846.68,0.375157549
847,0.377504705
847.31,0.372685198
847.63,0.376740623
847.94,0.376255175
848.26,0.376139326
848.58,0.37279032
848.89,0.380201687
849.21,0.374374558
849.52,0.371498112
849.84,0.377497751
850.15,0.379563066
850.47,0.375585054
850.78,0.378669958
851.1,0.379917206
851.41,0.374381351
851.73,0.380832981
852.04,0.371146021
852.36,0.379877655
852.67,0.377672703
852.99,0.376436751
853.3,0.37666449
853.62,0.37516832
853.93,0.379068798
854.25,0.375892556
854.56,0.380180778
854.88,0.37998737
855.19,0.378501006
855.51,0.374531246
855.82,0.379979951
856.14,0.375338194
856.45,0.375021568
856.77,0.377153024
857.08,0.376083606
857.39,0.379183362
857.71,0.380335083
858.02,0.386635226
858.34,0.381772599
858.65,0.378975656
858.96,0.374050068
859.28,0.376759727
859.59,0.381919352
859.91,0.378482166
860.22,0.380944927
860.53,0.381894306
860.85,0.377681685
861.16,0.379611198
861.47,0.376544166
861.79,0.380205347
862.1,0.37878986
862.42,0.381787004
862.73,0.382866595
863.04,0.387427294
863.36,0.383116646
863.67,0.381331698
863.98,0.377952615
864.3,0.383694108
864.61,0.378450654
864.92,0.38090042
865.23,0.380672693
865.55,0.382415793
865.86,0.381797643
866.17,0.379291608
866.49,0.380387277
866.8,0.381373608
867.11,0.383115155
867.42,0.381679711
867.74,0.383394802
868.05,0.381415322
868.36,0.381310235
868.67,0.382673167
868.99,0.381502497
869.3,0.382798666
869.61,0.382844446
869.92,0.38274491
870.24,0.38483941
870.55,0.388497162
870.86,0.390381524
871.17,0.37959419
871.49,0.381677774
871.8,0.386456734
872.11,0.383704326
872.42,0.38147413
872.73,0.382497628
873.04,0.387370386
873.36,0.383662534
873.67,0.383180268
873.98,0.385059433
874.29,0.387473542
874.6,0.38716678
874.91,0.38427534
875.23,0.381538113
875.54,0.383568772
875.85,0.38844849
876.16,0.384226074
876.47,0.387350424
876.78,0.38713087
877.09,0.383611775
877.4,0.387743283
877.72,0.392084223
878.03,0.387669446
878.34,0.386956773
878.65,0.385031493
878.96,0.380497503
879.27,0.389293034
879.58,0.383408587
879.89,0.388675228
880.2,0.390787623
880.51,0.38813806
880.82,0.388465267
881.13,0.387014272
881.45,0.393770815
881.76,0.38700538
882.07,0.391617811
882.38,0.391603053
882.69,0.394741593
883,0.385669255
883.31,0.393375667
883.62,0.396464898
883.93,0.391480932
884.24,0.388977135
884.55,0.395004932
884.86,0.390541151
885.17,0.392207667
885.48,0.387452578
885.79,0.390190021
886.1,0.39507259
886.41,0.396839363
886.72,0.394994844
887.03,0.387359005
887.33,0.394127806
887.64,0.385153252
887.95,0.391828786
888.26,0.393577662
888.57,0.395286033
888.88,0.39939029
889.19,0.389253601
889.5,0.396482629
889.81,0.394333573
890.12,0.392149608
890.43,0.394772516
890.74,0.394133079
891.05,0.395217078
891.35,0.405690346
891.66,0.392577182
891.97,0.387705218
892.28,0.394133132
892.59,0.389961051
892.9,0.393453581
893.21,0.393118006
893.51,0.386684992
893.82,0.388719146
894.13,0.395051076
894.44,0.398410877
894.75,0.396573499
895.06,0.387978052
895.36,0.382279912
895.67,0.381857426
895.98,0.381419394
896.29,0.385689407
896.6,0.386535547
896.91,0.378767393
897.21,0.384838503
897.52,0.394563009
897.83,0.381378435
898.14,0.379721915
898.44,0.392106916
898.75,0.379826685
899.06,0.374611718
899.37,0.382345106
899.68,0.373307398
899.98,0.37063862
900.29,0.377970033
900.6,0.379771397
900.9,0.370193221
901.21,0.377047555
901.52,0.380997344
901.83,0.365305969
902.13,0.382555441
902.44,0.371011909
902.75,0.380037549
903.05,0.387764052
903.36,0.379576083
903.67,0.384356163
903.98,0.383836249
904.28,0.399861477
904.59,0.384479764
904.9,0.391056428
905.2,0.391785771
905.51,0.391801724
905.82,0.394970344
906.12,0.390234379
906.43,0.382912502
906.73,0.389498844
907.04,0.387234373
907.35,0.384068712
907.65,0.37262451
907.96,0.370951568
908.27,0.382311903
908.57,0.381865391
908.88,0.370070226
909.18,0.40068002
909.49,0.387331722
909.8,0.382138564
910.1,0.36465819
910.41,0.373095024
910.71,0.385375349
911.02,0.374444934
911.32,0.39349982
911.63,0.37692098
911.94,0.388990471
912.24,0.380059479
912.55,0.374135237
912.85,0.364965123
913.16,0.357580472
913.46,0.376005598
913.77,0.371920404
914.07,0.35849743
914.38,0.359085815
914.68,0.361004892
914.99,0.361804596
915.29,0.371682414
915.6,0.362354772
915.9,0.379145134
916.21,0.374749949
916.51,0.372639704
916.82,0.364289733
917.12,0.369155257
917.43,0.363384057
917.73,0.340451181
918.03,0.363575403
918.34,0.368977489
918.64,0.381442496
918.95,0.40066296
919.25,0.381205095
919.56,0.383737266
919.86,0.373883919
920.16,0.375756794
920.47,0.370909385
920.77,0.384039083
921.08,0.39028742
921.38,0.384385407
921.68,0.392787975
921.99,0.371925348
922.29,0.375562566
922.6,0.376760023
922.9,0.378713954
923.2,0.380824743
923.51,0.362131341
923.81,0.395379879
924.11,0.370841328
924.42,0.363773778
924.72,0.349640521
925.02,0.372661433
925.33,0.369305049
925.63,0.379219866
925.93,0.341878371
926.24,0.374791959
926.54,0.362892023
926.84,0.374177245
927.15,0.363798739
927.45,0.370368633
927.75,0.37503078
928.05,0.340777328
928.36,0.344240954
928.66,0.330878207
928.96,0.318314473
929.27,0.314018229
929.57,0.325108926
929.87,0.336478334
930.17,0.342068485
930.48,0.293120792
930.78,0.265335111
931.08,0.267941751
931.38,0.222598093
931.68,0.213775393
931.99,0.177704931
932.29,0.130766211
932.59,0.139600358
932.89,0.031949045
933.19,-0.018713534
933.5,-0.359604671
933.8,-0.105253864
934.1,-0.512450906
934.4,-0.054220036
934.7,0.067980484
935.01,-0.068956316
935.31,-0.001929711
935.61,-0.28655233
935.91,0.047507396
936.21,-0.140360408
936.51,-0.073809185
936.81,0.038397251
937.12,-0.145952778
937.42,-0.442428064
937.72,-0.224039767
938.02,-0.173516864
938.32,0.067599015
938.62,0.250720516
938.92,0.206701083
939.22,0.235579572
939.52,0.195823769
939.82,0.272932142
940.13,0.184699146
940.43,0.181348427
940.73,0.165062167
941.03,0.197935396
941.33,0.224696154
941.63,0.187542794
941.93,0.196968454
942.23,0.207374261
942.53,0.177917833
942.83,0.173372435
943.13,0.149927772
943.43,0.071836397
943.73,0.085973649
944.03,0.024114875
944.33,0.066641522
944.63,0.339944388
944.93,0.074768291
945.23,0.242169818
945.53,0.195789624
945.83,0.03787613
946.13,0.084264947
946.43,0.112250937
946.73,-0.045797461
947.03,0.005409593
947.33,0.242849348
947.63,0.074935478
947.93,-0.014125908
948.23,0.23603327
948.53,0.214716498
948.83,0.131431832
949.12,0.248805252
949.42,0.106807105
949.72,0.17601195
950.02,0.033481914
950.32,0.164866109
950.62,0.172027247
950.92,0.19235641
951.22,0.123705282
951.52,0.113326356
951.82,0.203428123
952.11,0.081681614
952.41,0.075379415
952.71,0.063947026
953.01,0.051271087
953.31,0.150205904
953.61,0.166209228
953.91,0.099418046
954.2,0.039465128
954.5,0.090300453
954.8,0.10794151
955.1,0.270338175
955.4,0.104153721
955.69,0.092956841
955.99,0.085934974
956.29,0.191797852
956.59,0.260462342
956.89,0.188690522
957.18,0.201562736
957.48,0.195144289
957.78,0.29854391
958.08,0.17159148
958.37,0.173790143
958.67,0.051509802
958.97,0.041435008
959.27,0.080940381
959.56,0.144964938
959.86,0.185498472
960.16,0.130419285
960.46,0.086671117
960.75,0.197255105
961.05,0.187447589
961.35,0.153748088
961.65,0.176965152
961.94,0.102610022
962.24,0.107232405
962.54,0.183328052
962.83,0.187658536
963.13,0.152315621
963.43,0.151297293
963.72,0.305553997
964.02,0.228957798
964.32,0.205501674
964.61,0.18267781
964.91,0.19024152
965.21,0.149228632
965.5,0.140212009
965.8,0.212371427
966.09,0.161044131
966.39,0.22350469
966.69,0.186566619
966.98,0.148183607
967.28,0.218120426
967.57,0.258194258
967.87,0.238694339
968.17,0.22060464
968.46,0.275052024
968.76,0.288433059
969.05,0.215893145
969.35,0.33220987
969.65,0.220902846
969.94,0.212503032
970.24,0.261256975
970.53,0.241980738
970.83,0.227095506
971.12,0.278374066
971.42,0.264093262
971.71,0.236893155
972.01,0.227142769
972.3,0.236700042
972.6,0.213772211
972.89,0.218314081
973.19,0.25933489
973.48,0.229510275
973.78,0.258046372
974.07,0.213014972
974.37,0.265411991
974.66,0.170392211
974.96,0.161302262
975.25,0.172101603
975.55,0.156460312
975.84,0.170174522
976.14,0.211468064
976.43,0.178373859
976.72,0.253995017
977.02,0.217523249
977.31,0.21090725
977.61,0.244189927
977.9,0.258647176
978.2,0.228806282
978.49,0.221728677
978.78,0.2717198
979.08,0.226918409
979.37,0.258539981
979.67,0.211955494
979.96,0.196579295
980.25,0.208357721
980.55,0.214779608
980.84,0.262758095
981.13,0.253410229
981.43,0.23474965
981.72,0.221289033
982.01,0.208881811
982.31,0.271749382
982.6,0.25751389
982.89,0.204528783
983.19,0.253178362
983.48,0.1902397
983.77,0.178673928
984.07,0.270286038
984.36,0.287164752
984.65,0.267645616
984.95,0.233310842
985.24,0.285893412
985.53,0.281810653
985.82,0.189454935
986.12,0.27439071
986.41,0.253146069
986.7,0.2366759
986.99,0.244240796
987.29,0.241680752
987.58,0.229097656
987.87,0.281131915
988.16,0.302135883
988.46,0.224653471
988.75,0.279074523
989.04,0.233933936
989.33,0.288562428
989.62,0.298429282
989.92,0.197893158
990.21,0.256570589
990.5,0.305006843
990.79,0.258240248
991.08,0.29488172
991.38,0.243184819
991.67,0.258624235
991.96,0.213268933
992.25,0.268347461
992.54,0.228538197
992.83,0.297739006
993.12,0.237089848
993.42,0.250723141
993.71,0.241587536
994,0.299637186
994.29,0.244219305
994.58,0.267330229
994.87,0.187413368
995.16,0.21548104
995.45,0.209091492
995.74,0.21586849
996.04,0.226891719
996.33,0.27367455
996.62,0.284494644
996.91,0.264753022
997.2,0.235630603
997.49,0.234793139
997.78,0.276482261
998.07,0.251602287
998.36,0.195070713
998.65,0.185764862
998.94,0.293014752
999.23,0.261052897
999.52,0.265451872
999.81,0.331827694
1000.1,0.18319751
1000.39,0.208589255
1000.68,0.167323302
1000.97,0.3055859
1001.26,0.187005561
1001.55,0.169414913
1001.84,0.184294244
1002.13,0.135709295
1002.42,0.23660902
1002.71,0.24213959
1003,0.253438312
1003.29,0.136700441
1003.58,0.20487396
1003.87,0.255642721
1004.16,0.161334112
1004.45,0.253078997
1004.74,0.15981557
1005.03,0.204216846
1005.31,0.26278749
1005.6,0.170730651
1005.89,0.283358884
1006.18,0.195520292
1006.47,0.24994629
1006.76,0.222073153
1007.05,0.201888851
1007.34,0.179492836
1007.63,0.183883242
1007.91,0.151674342
1008.2,0.203585388
1008.49,0.19190772
1008.78,0.301790514
1009.07,0.236302593
1009.36,0.246208471
1009.65,0.176131074
1009.93,0.231882235
1010.22,0.257774812
1010.51,0.095707196
1010.8,0.224201956
1011.09,0.207692988
1011.37,0.213997709
1011.66,0.25250135
1011.95,0.124799371
1012.24,0.276538581
1012.53,-0.067730671
1012.81,0.104032721
1013.1,0.103410365
1013.39,0.121915182
1013.68,0.038698055
1013.96,0.113309409
1014.25,0.110123325
1014.54,0.0626901
1014.83,0.103906779
1015.11,0.109436123
1015.4,0.156440839
1015.69,0.102844688
1015.98,0.065907835
1016.26,-0.059563207
1016.55,0.225060532
1016.84,-0.013052614
1017.12,0.032080763
1017.41,0.063395906
1017.7,0.062826352
1017.98,0.223603619
1018.27,0.169530956
1018.56,0.057595531
1018.84,0.144596303
1019.13,0.040327668
1019.42,-0.042804507
1019.7,0.312529137
1019.99,0.01611478
1020.28,0.145903884
1020.56,0.170575636
1020.85,0.132912342
1021.13,-0.07133925
1021.42,-0.156706611
1021.71,-0.088485182
1021.99,-0.380876215
1022.28,-0.118616424
1022.56,0.086158711
1022.85,0.206667132
1023.14,0.099553771
1023.42,-0.072859958
1023.71,0.072772086
1023.99,-0.26416527
1024.28,0.014600283
