seagrass,ref
826.68,0.464150715
827,0.463395269
827.32,0.466368349
827.64,0.463667182
827.96,0.468602792
828.28,0.472410753
828.6,0.466818709
828.92,0.466413658
829.23,0.467601669
829.55,0.46758176
829.87,0.47190341
830.19,0.473135076
830.51,0.47228817
830.83,0.471522103
831.14,0.475035458
831.46,0.475412995
831.78,0.47536261
832.1,0.471789359
832.42,0.474461797
832.74,0.474231414
833.05,0.471503619
833.37,0.478238139
833.69,0.476489096
834.01,0.476369597
834.32,0.477336908
834.64,0.479227555
834.96,0.476493847
835.28,0.475475084
835.6,0.482334518
835.91,0.481738366
836.23,0.479224812
836.55,0.480616793
836.87,0.483335447
837.18,0.482319784
837.5,0.47716167
837.82,0.483741531
838.13,0.484033955
838.45,0.481621339
838.77,0.483698827
839.09,0.483985943
839.4,0.483857396
839.72,0.484436139
840.04,0.485167975
840.35,0.485099301
840.67,0.489680243
840.99,0.486920619
841.3,0.48639098
841.62,0.485535751
841.94,0.487659556
842.25,0.490079751
842.57,0.491581364
842.89,0.488339762
843.2,0.48819764
843.52,0.489978537
843.84,0.490160556
844.15,0.487027681
844.47,0.491541253
844.79,0.489226181
845.1,0.493880253
845.42,0.491040405
845.73,0.489973915
846.05,0.489692594
846.37,0.490311078
846.68,0.494624433
847,0.492373788
847.31,0.492283983
847.63,0.495499
847.94,0.492420154
848.26,0.496232703
848.58,0.496816928
848.89,0.489123493
849.21,0.49526751
849.52,0.493654602
849.84,0.493703388
850.15,0.498538956
850.47,0.493277077
850.78,0.493990224
851.1,0.499271271
851.41,0.495004357
851.73,0.495562536
852.04,0.491755102
852.36,0.494837984
852.67,0.497604744
852.99,0.497705505
853.3,0.498085679
853.62,0.498331272
853.93,0.496767604
854.25,0.492865335
854.56,0.496910245
854.88,0.504835807
855.19,0.498401761
855.51,0.502865982
855.82,0.496496289
856.14,0.495549746
856.45,0.503102835
856.77,0.497384681
857.08,0.49793449
857.39,0.500566289
857.71,0.498817289
858.02,0.498950923
858.34,0.502243704
858.65,0.503330414
858.96,0.498876136
859.28,0.502135623
859.59,0.503720135
859.91,0.501062445
860.22,0.501914883
860.53,0.506170174
860.85,0.504958862
861.16,0.502803437
861.47,0.501454979
861.79,0.502925629
862.1,0.503979657
862.42,0.506322316
862.73,0.506881755
863.04,0.50725798
863.36,0.503283204
863.67,0.502970039
863.98,0.508153532
864.3,0.50648699
864.61,0.50515285
864.92,0.504968739
865.23,0.502492599
865.55,0.500199067
865.86,0.508125312
866.17,0.51016363
866.49,0.510497217
866.8,0.506664143
867.11,0.511251796
867.42,0.50815805
867.74,0.510896832
868.05,0.510842537
868.36,0.510225108
868.67,0.508258651
868.99,0.512181377
869.3,0.514553703
869.61,0.508483553
869.92,0.515098287
870.24,0.510214265
870.55,0.509931785
870.86,0.51639466
871.17,0.513579509
871.49,0.516935038
871.8,0.517445304
872.11,0.517134241
872.42,0.515971035
872.73,0.515639324
873.04,0.515651569
873.36,0.515107728
873.67,0.51736013
873.98,0.512051869
874.29,0.522312603
874.6,0.517839751
874.91,0.51562562
875.23,0.521921773
875.54,0.521934686
875.85,0.519063115
876.16,0.520318191
876.47,0.524629134
876.78,0.52291953
877.09,0.522702413
877.4,0.520012602
877.72,0.518903525
878.03,0.527307425
878.34,0.525063677
878.65,0.530856419
878.96,0.528206384
879.27,0.521831476
879.58,0.525026654
879.89,0.528065577
880.2,0.523687706
880.51,0.529445856
880.82,0.523323501
881.13,0.523812871
881.45,0.528511485
881.76,0.527466483
882.07,0.528803764
882.38,0.523402048
882.69,0.530178257
883,0.529694442
883.31,0.531624035
883.62,0.528334738
883.93,0.534189802
884.24,0.530603969
884.55,0.538359357
884.86,0.534384553
885.17,0.538586491
885.48,0.534870762
885.79,0.535290178
886.1,0.539064781
886.41,0.533596938
886.72,0.536452866
887.03,0.539070053
887.33,0.536333884
887.64,0.537263251
887.95,0.537681125
888.26,0.537671304
888.57,0.538501869
888.88,0.541749559
889.19,0.540554889
889.5,0.541341813
889.81,0.544536945
890.12,0.530971798
890.43,0.54300851
890.74,0.537283179
891.05,0.545926522
891.35,0.540682491
891.66,0.542461076
891.97,0.542443445
892.28,0.540912726
892.59,0.534981959
892.9,0.539779566
893.21,0.535445012
893.51,0.545105413
893.82,0.542214028
894.13,0.547142934
894.44,0.545731009
894.75,0.548994519
895.06,0.542300328
895.36,0.547993491
895.67,0.534414866
895.98,0.538445661
896.29,0.542564272
896.6,0.546220511
896.91,0.530741315
897.21,0.540083465
897.52,0.544892992
897.83,0.538432176
898.14,0.539169548
898.44,0.542691856
898.75,0.534643361
899.06,0.53468047
899.37,0.538037667
899.68,0.542898867
899.98,0.54010997
900.29,0.541545767
900.6,0.537141019
900.9,0.54300967
901.21,0.527177371
901.52,0.537765199
901.83,0.548658066
902.13,0.536345852
902.44,0.537578893
902.75,0.544043212
903.05,0.541440655
903.36,0.544935808
903.67,0.547248564
903.98,0.546992894
904.28,0.544724107
904.59,0.554991265
904.9,0.556047861
905.2,0.551592063
905.51,0.550773413
905.82,0.552808088
906.12,0.533775237
906.43,0.538292432
906.73,0.539822249
907.04,0.550270995
907.35,0.545398234
907.65,0.538234412
907.96,0.536374493
908.27,0.535922651
908.57,0.531219934
908.88,0.538812724
909.18,0.530613577
909.49,0.526688798
909.8,0.521364334
910.1,0.525538466
910.41,0.53335562
910.71,0.535624861
911.02,0.549480782
911.32,0.535439788
911.63,0.552810059
911.94,0.538988154
912.24,0.543590381
912.55,0.547792989
912.85,0.520166948
913.16,0.53648103
913.46,0.540778679
913.77,0.539868925
914.07,0.534221055
914.38,0.537625817
914.68,0.508986437
914.99,0.534276916
915.29,0.531629484
915.6,0.540466443
915.9,0.552875273
916.21,0.53836148
916.51,0.527128987
916.82,0.533084385
917.12,0.535326794
917.43,0.536073377
917.73,0.528168425
918.03,0.532884745
918.34,0.526072792
918.64,0.537848467
918.95,0.549890971
919.25,0.542345773
919.56,0.536918217
919.86,0.544631565
920.16,0.53496265
920.47,0.534647264
920.77,0.529713534
921.08,0.542486749
921.38,0.550168038
921.68,0.545780794
921.99,0.546110581
922.29,0.547303675
922.6,0.540237352
922.9,0.553902306
923.2,0.519668267
923.51,0.531893788
923.81,0.528442979
924.11,0.522612584
924.42,0.530783066
924.72,0.509243234
925.02,0.540105601
925.33,0.534856779
925.63,0.519603724
925.93,0.539378123
926.24,0.518686314
926.54,0.519814531
926.84,0.509180731
927.15,0.524946787
927.45,0.525290135
927.75,0.515933859
928.05,0.506961221
928.36,0.495616369
928.66,0.501442399
928.96,0.482222083
929.27,0.470280931
929.57,0.470968336
929.87,0.482037177
930.17,0.477356338
930.48,0.439567716
930.78,0.432025597
931.08,0.418205349
931.38,0.419941726
931.68,0.355278899
931.99,0.350484501
932.29,0.341120312
932.59,0.249351312
932.89,0.260735761
933.19,0.040068272
933.5,-0.077886558
933.8,-0.101551507
934.1,-0.235173444
934.4,0.06990971
934.7,-0.072024403
935.01,-0.162734714
935.31,-0.059298837
935.61,-0.069528115
935.91,-0.188072263
936.21,0.064230715
936.51,-0.232843647
936.81,0.048589134
937.12,-0.28374144
937.42,-0.221543388
937.72,-0.282514063
938.02,-0.08289027
938.32,0.134477741
938.62,0.223568397
938.92,0.308093185
939.22,0.34774484
939.52,0.370913581
939.82,0.419452
940.13,0.354409863
940.43,0.312313969
940.73,0.368089412
941.03,0.321328482
941.33,0.307579176
941.63,0.33815336
941.93,0.25046705
942.23,0.30008831
942.53,0.295987888
942.83,0.160803167
943.13,0.251950753
943.43,0.233687788
943.73,0.165601849
944.03,0.19747743
944.33,0.261768562
944.63,0.327625832
944.93,0.123886533
945.23,0.110542043
945.53,0.193346472
945.83,0.075602593
946.13,0.178933034
946.43,0.128944256
946.73,0.16183214
947.03,0.119229752
947.33,0.176692446
947.63,0.165824065
947.93,0.125963816
948.23,0.165753931
948.53,0.188432005
948.83,0.281713011
949.12,0.257650529
949.42,0.247250294
949.72,0.132887065
950.02,0.113097595
950.32,0.109033016
950.62,0.206754552
950.92,0.204781917
951.22,0.18215884
951.52,0.297406122
951.82,0.126100744
952.11,0.116589497
952.41,0.03201723
952.71,0.249974749
953.01,0.066163774
953.31,0.172847698
953.61,0.174797679
953.91,0.248254992
954.2,0.171273168
954.5,0.147068329
954.8,0.19253076
955.1,0.202246244
955.4,0.081383493
955.69,0.153638522
955.99,0.099271204
956.29,0.275368905
956.59,0.248767188
956.89,0.204722498
957.18,0.188619006
957.48,0.349988539
957.78,0.229852823
958.08,0.247532397
958.37,0.101395058
958.67,0.193242094
958.97,0.165854747
959.27,0.118718203
959.56,0.146132159
959.86,0.296475547
960.16,0.189516172
960.46,0.196996416
960.75,0.201244687
961.05,0.239704812
961.35,0.206984323
961.65,0.182604712
961.94,0.156231581
962.24,0.102067149
962.54,0.210482752
962.83,0.227053262
963.13,0.187300978
963.43,0.263473593
963.72,0.228478059
964.02,0.219638586
964.32,0.246338708
964.61,0.235975021
964.91,0.247284821
965.21,0.21587348
965.5,0.181192613
965.8,0.152807419
966.09,0.20224025
966.39,0.210683348
966.69,0.270077925
966.98,0.226987843
967.28,0.316780957
967.57,0.325351012
967.87,0.352147024
968.17,0.345326993
968.46,0.332283045
968.76,0.319157786
969.05,0.299899487
969.35,0.319979196
969.65,0.299237623
969.94,0.356865731
970.24,0.342040943
970.53,0.29755122
970.83,0.359278509
971.12,0.30680137
971.42,0.356794272
971.71,0.325584566
972.01,0.300037867
972.3,0.381871284
972.6,0.291950504
972.89,0.309120703
973.19,0.286308162
973.48,0.30793771
973.78,0.292071508
974.07,0.244589219
974.37,0.291931243
974.66,0.316197946
974.96,0.350191635
975.25,0.273433634
975.55,0.260629916
975.84,0.24106062
976.14,0.23695592
976.43,0.228045794
976.72,0.292937998
977.02,0.306872817
977.31,0.309055906
977.61,0.295390652
977.9,0.292774572
978.2,0.289519592
978.49,0.316903623
978.78,0.268201773
979.08,0.266524345
979.37,0.308011608
979.67,0.307196982
979.96,0.275862258
980.25,0.305799006
980.55,0.362035661
980.84,0.305277958
981.13,0.292404666
981.43,0.320616996
981.72,0.350253413
982.01,0.264291406
982.31,0.394040067
982.6,0.312794682
982.89,0.291429217
983.19,0.260107455
983.48,0.312383287
983.77,0.294432328
984.07,0.343353372
984.36,0.351472044
984.65,0.306126882
984.95,0.347291148
985.24,0.300809923
985.53,0.351072262
985.82,0.316588947
986.12,0.292748363
986.41,0.32934515
986.7,0.280957081
986.99,0.325224861
987.29,0.361162282
987.58,0.355472647
987.87,0.288474902
988.16,0.38947516
988.46,0.338313673
988.75,0.296761403
989.04,0.303517628
989.33,0.328268682
989.62,0.335331488
989.92,0.295456185
990.21,0.287695919
990.5,0.321140492
990.79,0.344716293
991.08,0.31941606
991.38,0.282830218
991.67,0.309850715
991.96,0.315804772
992.25,0.310639302
992.54,0.305894252
992.83,0.361202766
993.12,0.312712758
993.42,0.283374657
993.71,0.332909074
994,0.292442027
994.29,0.33781715
994.58,0.309056583
994.87,0.341506174
995.16,0.330432685
995.45,0.2980272
995.74,0.363921001
996.04,0.283375392
996.33,0.332810821
996.62,0.348816343
996.91,0.300729068
997.2,0.328165634
997.49,0.350034589
997.78,0.354956541
998.07,0.298813855
998.36,0.378547685
998.65,0.291881261
998.94,0.305222407
999.23,0.325337433
999.52,0.233245207
999.81,0.291866249
1000.1,0.356259287
1000.39,0.290491585
1000.68,0.316931939
1000.97,0.289301748
1001.26,0.322278585
1001.55,0.265680358
1001.84,0.261485798
1002.13,0.25267982
1002.42,0.275701173
1002.71,0.216901619
1003,0.261535853
1003.29,0.278755016
1003.58,0.287318022
1003.87,0.274025125
1004.16,0.341868368
1004.45,0.227082886
1004.74,0.239673032
1005.03,0.268704501
1005.31,0.25479854
1005.6,0.24201981
1005.89,0.249792773
1006.18,0.214962185
1006.47,0.244569543
1006.76,0.169923902
1007.05,0.255849554
1007.34,0.184325236
1007.63,0.189075478
1007.91,0.285353832
1008.2,0.25390275
1008.49,0.266509847
1008.78,0.194190351
1009.07,0.192747098
1009.36,0.17954505
1009.65,0.302522003
1009.93,0.231603276
1010.22,0.171607044
1010.51,0.154612994
1010.8,0.226545109
1011.09,0.124868453
1011.37,0.285415629
1011.66,0.234100394
1011.95,0.240490757
1012.24,0.249185621
1012.53,0.113097304
1012.81,0.229346216
1013.1,0.17756658
1013.39,0.206859749
1013.68,0.144942139
1013.96,0.209348118
1014.25,0.134991878
1014.54,0.209917165
1014.83,0.158806696
1015.11,0.064881058
1015.4,0.132380987
1015.69,0.254306144
1015.98,0.065139013
1016.26,0.180833874
1016.55,0.18212628
1016.84,0.168877814
1017.12,0.06810848
1017.41,0.133051009
1017.7,0.141127403
1017.98,0.122621503
1018.27,0.093981241
1018.56,-0.063058795
1018.84,0.171495615
1019.13,0.25681826
1019.42,0.180856881
1019.7,0.094320727
1019.99,0.157410941
1020.28,0.194657958
1020.56,0.08798122
1020.85,0.032142485
1021.13,-0.004718068
1021.42,-0.067385049
1021.71,-0.15463475
1021.99,0.065704062
1022.28,-0.11567785
1022.56,-0.144749229
1022.85,0.08700721
1023.14,-0.085940763
1023.42,0.03204204
1023.71,0.102898471
1023.99,-0.126392349
1024.28,-0.03681591
