muricata,reflection
825.09,0.533587581
825.41,0.577601024
825.73,0.580594725
826.05,0.567208589
826.36,0.582945829
826.68,0.561675771
827,0.570794835
827.32,0.550518594
827.64,0.545936408
827.96,0.577723453
828.28,0.567826833
828.6,0.55713741
828.92,0.590250695
829.23,0.545545549
829.55,0.5494952
829.87,0.56321118
830.19,0.533418011
830.51,0.596183526
830.83,0.528815744
831.14,0.525626287
831.46,0.527164404
831.78,0.558062287
832.1,0.56101271
832.42,0.525201777
832.74,0.546329104
833.05,0.530367568
833.37,0.544212088
833.69,0.576901268
834.01,0.576617429
834.32,0.545275165
834.64,0.568192762
834.96,0.522370034
835.28,0.546512006
835.6,0.596520963
835.91,0.585717631
836.23,0.56314703
836.55,0.616719976
836.87,0.530477385
837.18,0.553751579
837.5,0.538190871
837.82,0.592253723
838.13,0.576629755
838.45,0.553515109
838.77,0.575151977
839.09,0.577571937
839.4,0.604690381
839.72,0.560597298
840.04,0.544408838
840.35,0.5375148
840.67,0.584391709
840.99,0.588854944
841.3,0.578573502
841.62,0.565332766
841.94,0.514492572
842.25,0.569470012
842.57,0.599906037
842.89,0.55662468
843.2,0.538127001
843.52,0.572547394
843.84,0.53621451
844.15,0.545603002
844.47,0.54723882
844.79,0.551934167
845.1,0.551480559
845.42,0.568764622
845.73,0.57132573
846.05,0.559080382
846.37,0.543234074
846.68,0.556639833
847,0.570799926
847.31,0.576959711
847.63,0.569284143
847.94,0.554522874
848.26,0.541107661
848.58,0.560276539
848.89,0.589439292
849.21,0.560634307
849.52,0.526272674
849.84,0.592689614
850.15,0.549118582
850.47,0.586846132
850.78,0.542344085
851.1,0.552677662
851.41,0.599558631
851.73,0.578113951
852.04,0.587330201
852.36,0.541413268
852.67,0.561470193
852.99,0.575562737
853.3,0.564290469
853.62,0.560304901
853.93,0.56998721
854.25,0.555303722
854.56,0.57336009
854.88,0.548283676
855.19,0.523030411
855.51,0.567322005
855.82,0.547592155
856.14,0.53061888
856.45,0.605618203
856.77,0.600734128
857.08,0.568620374
857.39,0.527324087
857.71,0.574862739
858.02,0.610434178
858.34,0.573949148
858.65,0.588699844
858.96,0.50593176
859.28,0.561307799
859.59,0.5680937
859.91,0.53382289
860.22,0.596326544
860.53,0.540666339
860.85,0.594641044
861.16,0.504153307
861.47,0.561573547
861.79,0.567509504
862.1,0.56659733
862.42,0.568240986
862.73,0.602606798
863.04,0.568750568
863.36,0.554937153
863.67,0.508552291
863.98,0.619933287
864.3,0.584418233
864.61,0.556334319
864.92,0.561703272
865.23,0.564453408
865.55,0.568582463
865.86,0.573629328
866.17,0.56864167
866.49,0.5315971
866.8,0.581920627
867.11,0.523893039
867.42,0.556337208
867.74,0.53164277
868.05,0.564057942
868.36,0.593148674
868.67,0.54325436
868.99,0.576110077
869.3,0.541210174
869.61,0.567867498
869.92,0.569209379
870.24,0.585398558
870.55,0.57560275
870.86,0.519959259
871.17,0.555987672
871.49,0.545878439
871.8,0.561055172
872.11,0.560612906
872.42,0.594355283
872.73,0.529938777
873.04,0.577224699
873.36,0.578279709
873.67,0.580955321
873.98,0.563692671
874.29,0.590441087
874.6,0.554799162
874.91,0.507430562
875.23,0.567891119
875.54,0.582765926
875.85,0.504887996
876.16,0.569750414
876.47,0.571946675
876.78,0.557433136
877.09,0.560706086
877.4,0.545384524
877.72,0.562475604
878.03,0.574207483
878.34,0.565868302
878.65,0.516448998
878.96,0.561462274
879.27,0.597384408
879.58,0.558716262
879.89,0.588063307
880.2,0.553326312
880.51,0.5830535
880.82,0.593986185
881.13,0.537988387
881.45,0.547519877
881.76,0.546060907
882.07,0.595280334
882.38,0.546423934
882.69,0.588060237
883,0.564828886
883.31,0.512874019
883.62,0.548516495
883.93,0.563406264
884.24,0.527167472
884.55,0.553650113
884.86,0.548714195
885.17,0.545154643
885.48,0.562069023
885.79,0.576070922
886.1,0.479368082
886.41,0.5479111
886.72,0.557856017
887.03,0.553219167
887.33,0.567554613
887.64,0.639995959
887.95,0.608573625
888.26,0.518740189
888.57,0.529891306
888.88,0.600898534
889.19,0.528978263
889.5,0.548730923
889.81,0.579477293
890.12,0.584277743
890.43,0.558218037
890.74,0.55930765
891.05,0.565084096
891.35,0.528572942
891.66,0.563235435
891.97,0.537392004
892.28,0.605072828
892.59,0.545879649
892.9,0.519771508
893.21,0.58201914
893.51,0.577374524
893.82,0.606198992
894.13,0.528902721
894.44,0.565419092
894.75,0.565978743
895.06,0.576949754
895.36,0.482495517
895.67,0.539403497
895.98,0.544702329
896.29,0.515853558
896.6,0.522465299
896.91,0.456405068
897.21,0.550470555
897.52,0.382897453
897.83,0.556306486
898.14,0.475258826
898.44,0.527800904
898.75,0.47392772
899.06,0.428815419
899.37,0.430008233
899.68,0.467742622
899.98,0.499546736
900.29,0.492567567
900.6,0.471089633
900.9,0.570018854
901.21,0.540325705
901.52,0.664174824
901.83,0.403163447
902.13,0.466152446
902.44,0.513665545
902.75,0.520218686
903.05,0.533275568
903.36,0.566637278
903.67,0.522181493
903.98,0.52365954
904.28,0.493228003
904.59,0.540502934
904.9,0.526891365
905.2,0.594887101
905.51,0.501796056
905.82,0.382726692
906.12,0.571425859
906.43,0.482416504
906.73,0.566823772
907.04,0.661617411
907.35,0.569686551
907.65,0.478267187
907.96,0.534669419
908.27,0.501078425
908.57,0.45176271
908.88,0.548096222
909.18,0.572961817
909.49,0.561451568
909.8,0.551934657
910.1,0.444165777
910.41,0.543729246
910.71,0.567734705
911.02,0.675069619
911.32,0.658743541
911.63,0.5690076
911.94,0.597196127
912.24,0.402018519
912.55,0.400701334
912.85,0.457638671
913.16,0.421979121
913.46,0.497002633
913.77,0.456046907
914.07,0.652639143
914.38,0.454144353
914.68,0.361621633
914.99,0.504055779
915.29,0.51576524
915.6,0.5892235
915.9,0.400009254
916.21,0.514196792
916.51,0.417520359
916.82,0.492083747
917.12,0.691763068
917.43,0.469642932
917.73,0.531256355
918.03,0.400812801
918.34,0.550698319
918.64,0.28304777
918.95,0.517158921
919.25,0.477393753
919.56,0.522341063
919.86,0.554992742
920.16,0.665058884
920.47,0.531034312
920.77,0.683264097
921.08,0.504650539
921.38,0.555827235
921.68,0.599503765
921.99,0.4649988
922.29,0.566496541
922.6,0.432532434
922.9,0.710097088
923.2,0.484767184
923.51,0.446092183
923.81,0.64140977
924.11,0.49032257
924.42,0.560232481
924.72,0.434355189
925.02,0.560264362
925.33,0.425899896
925.63,0.59385052
925.93,0.539147275
926.24,0.423708185
926.54,0.550976961
926.84,0.41868232
927.15,0.42140563
927.45,0.551647105
927.75,0.351992247
928.05,0.547151457
928.36,0.267355255
928.66,0.34928598
928.96,0.302129839
929.27,0.340350077
929.57,0.602774231
929.87,0.259413231
930.17,0.23430196
930.48,0.11306344
930.78,0.485057318
931.08,0.252798218
931.38,-1.624947785
931.68,-0.180852388
931.99,-7.250104442
932.29,88.27150838
932.59,-1.926892879
932.89,5.285850708
933.19,-2.725840355
933.5,-20.58023592
933.8,34.71015299
934.1,-10.35651205
934.4,1
934.7,-14.00125331
935.01,0.669756272
935.31,-0.153994431
935.61,1.923314198
935.91,0.045504601
936.21,-0.102143815
936.51,0.34073521
936.81,18.14531275
937.12,1.185624548
937.42,0.365390794
937.72,-1.379441478
938.02,2.615285751
938.32,-0.031209204
938.62,-0.159075373
938.92,0.603824735
939.22,-1.181155753
939.52,0.181811277
939.82,-0.57893811
940.13,-0.159685104
940.43,-0.089044702
940.73,-0.116746482
941.03,-0.042150805
941.33,-5.178147735
941.63,-1.421644545
941.93,-1.069219836
942.23,-0.065411804
942.53,-2.09344656
942.83,-0.499970163
943.13,-2.079421853
943.43,-0.013471409
943.73,-0.395370526
944.03,-0.764960346
944.33,-0.16883906
944.63,0.062402116
944.93,-16.98263966
945.23,67.20782123
945.53,-0.173860926
945.83,-0.692998224
946.13,-6.943108082
946.43,-0.808776557
946.73,-3.695955437
947.03,-2.589282517
947.33,-1.662001663
947.63,-0.774667775
947.93,-5.214336861
948.23,-16.25219329
948.53,-1.445652569
948.83,0.662048732
949.12,-0.500054487
949.42,-9.630098168
949.72,-1.042420077
950.02,-1.896631199
950.32,0.215410718
950.62,1.620904237
950.92,0.249686673
951.22,-0.430770022
951.52,-0.200020566
951.82,1.598263966
952.11,1.109124051
952.41,-0.435117462
952.71,1.67727681
953.01,-0.65514857
953.31,0.820850859
953.61,0.129153943
953.91,-1.425480484
954.2,-1.089312355
954.5,-2.827757078
954.8,0.142993539
955.1,-0.20001407
955.4,-2.085834315
955.69,1.882219965
955.99,-1.026068716
956.29,-1.341383901
956.59,-0.216129566
956.89,2.309002532
957.18,-1.854853488
957.48,-0.227434995
957.78,-0.317069195
958.08,-2.056425344
958.37,-0.615337653
958.67,-0.830554559
958.97,0.070492806
959.27,-3.024233204
959.56,-0.456987365
959.86,0.205883798
960.16,1.598463765
960.46,-0.663354544
960.75,-0.414983713
961.05,-0.66263605
961.35,0.051070166
961.65,-2.176771318
961.94,-2.085834315
962.24,-1.205834657
962.54,-0.71425362
962.83,0.019204199
963.13,0.174994779
963.43,-0.460237971
963.72,0.699924814
964.02,-3.070968255
964.32,-29.03680982
964.61,0.512481726
964.91,-0.459427729
965.21,-0.042150805
965.5,-0.026345296
965.8,-0.164689001
966.09,0.123904536
966.39,-2.00026386
966.69,0.579993316
966.98,-0.344830566
967.28,0.108969198
967.57,-0.007975619
967.87,-0.007440167
968.17,0.110033311
968.46,-0.054086763
968.76,0.060087868
969.05,0.158558204
969.35,0.347009913
969.65,0.523388129
969.94,-0.022003244
970.24,0.047237507
970.53,-0.236682114
970.83,0.138321888
971.12,0.10639735
971.42,0.175860697
971.71,0.022957085
972.01,0.126595932
972.3,-0.141314219
972.6,0.14886562
972.89,0.654932424
973.19,0.090399531
973.48,0.32923277
973.78,-1.426853231
974.07,-0.42105078
974.37,0.518216484
974.66,-0.441562387
974.96,-0.675399638
975.25,0.808327606
975.55,-0.863124201
975.84,-0.081384956
976.14,-0.261678448
976.43,-0.554252278
976.72,0.336066247
977.02,-0.460731427
977.31,0.024062915
977.61,0.142839352
977.9,0.399899761
978.2,-0.090964325
978.49,0.310745518
978.78,-0.363659732
979.08,-0.199992137
979.37,-0.142223562
979.67,-0.384597409
979.96,0.081623606
980.25,0.32833997
980.55,-0.640659675
980.84,0.008798316
981.13,-0.277192673
981.43,-0.248462289
981.72,0.512481726
982.01,0.302694403
982.31,-0.005060815
982.6,-0.047936583
982.89,0.6714935
983.19,0.076899814
983.48,-0.0060788
983.77,0.357134332
984.07,0.528812116
984.36,-0.055900235
984.65,0.430601742
984.95,0.228618486
985.24,-0.353609585
985.53,0.172418334
985.82,0.290165051
986.12,-0.235282554
986.41,1.964334732
986.7,0.860571754
986.99,-0.830554559
987.29,0.68266481
987.58,0.028437249
987.87,0.033894225
988.16,0.243688512
988.46,0.223488249
988.75,-0.411751491
989.04,0.475529868
989.33,0.605265472
989.62,-0.625951278
989.92,-0.1310977
990.21,0.37090602
990.5,0.048773033
990.79,0.49678393
991.08,-0.132659672
991.38,-0.645123047
991.67,-0.401445611
991.96,-0.278675054
992.25,0.972659058
992.54,0.435579033
992.83,-0.471724283
993.12,-0.21150324
993.42,1.532293707
993.71,-0.570133156
994,-0.30433519
994.29,0.747306218
994.58,-0.642087491
994.87,0.010623737
995.16,0.38356133
995.45,-0.687258553
995.74,-0.474116822
996.04,-0.52883843
996.33,-0.178602971
996.62,-0.077847666
996.91,-0.028604165
997.2,0.579279102
997.49,1
997.78,0.351969844
998.07,-0.090893309
998.36,-0.285373229
998.65,-0.285620512
998.94,0.058198728
999.23,0.432459283
999.52,-4.142175193
999.81,-0.689091913
1000.1,-0.514039124
1000.39,-0.61545185
1000.68,-0.384630215
1000.97,-0.867899548
1001.26,-0.438739671
1001.55,-0.363829572
1001.84,-6.070729573
1002.13,-2.310567357
1002.42,-29.03680982
1002.71,-0.324730561
1003,0.43744127
1003.29,-4.399565629
1003.58,0.314471214
1003.87,-2.771363101
1004.16,-1.999884762
1004.45,1.473415792
1004.74,-0.627084081
1005.03,0.657044652
1005.31,-1.233808091
1005.6,-0.476593708
1005.89,-2.428407753
1006.18,1.374926903
1006.47,4.296894133
1006.76,1.073025619
1007.05,-0.402676311
1007.34,0.759967924
1007.63,-0.597453888
1007.91,-0.499163413
1008.2,5.795725259
1008.49,8.794723366
1008.78,-1.553167287
1009.07,1.290138315
1009.36,1.95467666
1009.65,1.230314455
1009.93,-0.448399055
1010.22,-1.186514605
1010.51,-0.416042133
1010.8,31.71265647
1011.09,-1.494717959
1011.37,-0.892268933
1011.66,-0.265014159
1011.95,-6.195192522
1012.24,1.196775195
1012.53,5.091558211
1012.81,-2.103599278
1013.1,1.837534651
1013.39,-0.574994779
1013.68,-0.235204508
1013.96,3.065482169
1014.25,1.946831585
1014.54,0.261478346
1014.83,-1.11810972
1015.11,1
1015.4,2.730588815
1015.69,-62.08533185
1015.98,12.39218524
1016.26,0.43756529
1016.55,0.848069142
1016.84,0.780597137
1017.12,0.100108602
1017.41,-0.255146231
1017.7,-3.241693236
1017.98,-2.127615707
1018.27,-0.471724283
1018.56,1.042966947
1018.84,1.082210592
1019.13,2.636501747
1019.42,-1.79575664
1019.7,-0.200200479
1019.99,2.636501747
1020.28,-2.765765339
1020.56,6.039069809
1020.85,-1.718407406
1021.13,0.524336073
1021.42,1
1021.71,-2.858029604
1021.99,-8.898980899
1022.28,-0.019971263
1022.56,-0.824001711
1022.85,22.72350487
1023.14,-3.714456202
1023.42,-2.685815219
1023.71,73.22793296
1023.99,36.95994437
1024.28,0.048710913
